"","region","Price2018-Q2","Price2018-Q1","principal2018-Q2","pmt2018-Q2","t_i2018-Q2","pti2018-Q2","min_inc2018-Q2","HAI2018-Q2","principal2018-Q1","pmt2018-Q1","t_i2018-Q1","pti2018-Q1","min_inc2018-Q1","HAI2018-Q1","Price2017-Q2","principal2017-Q2","pmt2017-Q2","t_i2017-Q2","pti2017-Q2","min_inc2017-Q2","HAI2017-Q2"
"20","ARROYO GRANDE",652500,7e+05,522000,2707.28936527325,750.375,3457.66436527325,138306.57461093,0.227515285038249,560000,2817.50836349172,805,3622.50836349172,144900.334539669,0.203111187441849,665000,532000,2567.53016221816,764.75,3332.28016221816,133291.206488726,0.204936487654041
"21","ATASCADERO",5e+05,522500,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.316087124728175,418000,2103.06874274918,600.875,2703.94374274918,108157.749709967,0.30348980006762,460000,368000,1776.03590168474,529,2305.03590168474,92201.4360673896,0.373688772440512
"22","ATWATER",270000,245000,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.402923343701692,196000,986.127927222102,281.75,1267.8779272221,50715.1170888841,0.447991519954359,248000,198400,957.515007864817,285.2,1242.71500786482,49708.6003145927,0.473558379010998
"23","AUBURN",499900,464000,399920,2074.13632750973,574.885,2649.02132750973,105960.853100389,0.26564003408407,371200,1867.60554380022,533.6,2401.20554380022,96048.221752009,0.301057478728147,475000,380000,1833.95011587011,546.25,2380.20011587011,95208.0046348045,0.279366205782088
"24","AZUSA",448500,432000,358800,1860.87246026828,515.775,2376.64746026828,95065.8984107312,0.330450453179121,345600,1738.80516146918,496.8,2235.60516146918,89424.206458767,0.358649757870101,433500,346800,1673.72078995725,498.525,2172.24578995725,86889.83159829,0.329325378018345
"25","BAKERSFIELD",239900,226300,191920,995.369683875943,275.885,1271.25468387594,50850.1873550377,0.591077106149097,181040,910.860203797394,260.245,1171.10520379739,46844.2081518958,0.618920445054824,228000,182400,880.296055617654,262.2,1142.49605561765,45699.8422247062,0.601051021737741
"26","BALDWIN PARK",421500,461000,337200,1748.84669342939,484.725,2233.57169342939,89342.8677371755,0.285511688094083,368800,1855.53050795669,530.15,2385.68050795669,95427.2203182676,0.246862285665427,411000,328800,1586.84946867919,472.65,2059.49946867919,82379.9787471677,0.293490704577389
"27","BANNING",260000,250000,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.423428796498215,2e+05,1006.25298696133,287.5,1293.75298696133,51750.1194784531,0.449727116297597,235000,188000,907.322688904161,270.25,1177.57268890416,47102.9075561664,0.464063793224796
"28","BARSTOW",144999,129150,115999.2,601.615709847136,166.74885,768.364559847136,30734.5823938854,0.597928346098596,103320,519.830293064222,148.5225,668.352793064222,26734.1117225689,0.631803778628955,133500,106800,515.43650624981,153.525,668.96150624981,26758.4602499924,0.61191349371131
"29","BAY POINT",5e+05,410000,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.208606194231925,328000,1650.25489861658,471.5,2121.75489861658,84870.1959446631,0.308374750254286,361000,288800,1393.80208806129,415.15,1808.95208806129,72358.0835224514,0.342859923045061
"30","BEAUMONT",333000,318250,266400,1381.65112434635,382.95,1764.60112434635,70584.0449738539,0.518520286847543,254600,1280.96005240177,365.9875,1646.94755240177,65877.9020960708,0.549752556903941,309999.5,247999.6,1196.89182935721,356.499425,1553.39125435721,62135.6501742886,0.553393137304885
"31","BELMONT",1761750,1775000,1409400,7309.68128623778,2026.0125,9335.69378623777,373427.751449511,0.175550987097973,1420000,7144.39620742543,2041.25,9185.64620742543,367425.848297017,0.176607839152045,1630000,1304000,6293.34460814376,1874.5,8167.84460814376,326713.78432575,0.18430686672413
"32","BENICIA",655000,575000,524000,2717.66212146204,753.25,3470.91212146204,138836.484858481,0.332015666653506,460000,2314.38187001105,661.25,2975.63187001105,119025.274800442,0.406496653585236,615000,492000,2374.48278160025,707.25,3081.73278160025,123269.31126401,0.360548627404819
"33","BERKELEY",1325000,1150000,1060000,5497.56078005679,1523.75,7021.31078005679,280852.431202272,0.118971051892967,920000,4628.76374002211,1322.5,5951.26374002211,238050.549600884,0.139929136491936,1217000,973600,4698.77324423985,1399.55,6098.32324423985,243932.929769594,0.113537067063328
"34","BERMUDA DUNES",328921.5,369000,263137.2,1364.72900989996,378.259725,1742.98873489996,69719.5493959985,0.483496214449755,295200,1485.22940875492,424.35,1909.57940875492,76383.1763501968,0.436992062432166,348750,279000,1346.5054798099,401.0625,1747.5679798099,69902.7191923959,0.444648169661035
"35","BLOOMINGTON",342500,304000,274000,1421.06759786374,393.875,1814.94259786374,72597.7039145495,0.354334440675904,243200,1223.60363214497,349.6,1573.20363214497,62928.145285799,0.426649690136749,305000,244000,1177.58902176923,350.75,1528.33902176923,61133.5608707692,0.428216025218095
"36","BONITA",710000,699500,568000,2945.86275761534,816.5,3762.36275761534,150494.510304613,0.26364982750146,559600,2815.4958575178,804.425,3619.9208575178,144796.834300712,0.28350456027388,638500,510800,2465.21505049067,734.275,3199.49005049067,127979.602019627,0.356492132125003
"37","BOULDER CREEK",620000,605000,496000,2572.44353481903,713,3285.44353481903,131417.741392761,0.244119439281369,484000,2435.13222844641,695.75,3130.88222844641,125235.289137857,0.26633710066693,6e+05,480000,2316.56856741488,690,3006.56856741488,120262.742696595,0.341779184293659
"38","BREA",699999,675000,559999.2,2904.36758375772,804.99885,3709.36643375772,148374.657350309,0.265698066004654,540000,2716.88306479559,776.25,3493.13306479559,139725.322591823,0.296237789041646,675000,540000,2606.13963834174,776.25,3382.38963834174,135295.58553367,0.274107664181653
"39","BRENTWOOD",595000,610000,476000,2468.71597293116,684.25,3152.96597293116,126118.638917247,0.407588079965749,488000,2455.25728818564,701.5,3156.75728818564,126270.291527426,0.404135728556701,567500,454000,2191.08777001324,652.625,2843.71277001324,113748.51080053,0.404224237794057
"40","BUENA PARK",585500,570000,468400,2429.29949941377,673.325,3102.62449941377,124104.979976551,0.229681860990341,456000,2294.25681027183,655.5,2949.75681027183,117990.272410873,0.254549454034111,556750,445400,2149.58258318039,640.2625,2789.84508318039,111593.803327216,0.283142500467539
"41","BURBANK",806500,758000,645200,3346.25114650249,927.475,4273.72614650249,170949.0458601,0.316062229597217,606400,3050.95905646675,871.7,3922.65905646675,156906.36225867,0.357913121611118,720000,576000,2779.88228089785,828,3607.88228089785,144315.291235914,0.343461004800218
"42","BURLINGAME",2337500,2204000,1870000,9698.52703651528,2688.125,12386.6520365153,495466.081460611,0.119335126686657,1763200,8871.12633305107,2534.6,11405.7263330511,456229.053322043,0.135496734915415,2050000,1640000,7914.94260533417,2357.5,10272.4426053342,410897.704213367,0.159384888775632
"43","CALABASAS",1149000,1118750,919200,4767.31874436623,1321.35,6088.66874436623,243546.749774649,0.258672755589981,895000,4502.98211665194,1286.5625,5789.54461665194,231581.784666078,0.272311150867552,1084000,867200,4185.26721179621,1246.6,5431.86721179621,217274.688471849,0.272298808420699
"44","CALIFORNIA CITY",154900,159900,123920,642.695973457205,178.135,820.830973457205,32833.2389382882,0.67285036335161,127920,643.599410460465,183.885,827.484410460465,33099.3764184186,0.669073240833813,132000,105600,509.645084831273,151.8,661.445084831273,26457.8033932509,0.720843312056504
"45","CAMARILLO",620500,579000,496400,2574.51808605678,713.575,3288.09308605678,131523.723442271,0.356635886718966,463200,2330.48191780244,665.85,2996.33191780244,119853.276712097,0.405285036511799,564712.5,451770,2180.32537854379,649.419375,2829.74475354379,113189.790141752,0.367443391374592
"46","CAMBRIA",752750,587000,602200,3123.23688844359,865.6625,3988.89938844358,159555.975537743,0.152862356067658,469600,2362.6820133852,675.05,3037.7320133852,121509.280535408,0.246071618840742,622000,497600,2401.50941488676,715.3,3116.80941488676,124672.37659547,0.247241500884439
"47","CAMERON PARK",492400,472500,393920,2043.01805894337,566.26,2609.27805894337,104371.122357735,0.420309170613771,378000,1901.81814535691,543.375,2445.19314535691,97807.7258142764,0.449519105852498,449000,359200,1733.5654779488,516.35,2249.9154779488,89996.6191179521,0.461774526296631
"48","CAMPBELL",1430000,1400000,1144000,5933.21653998582,1644.5,7577.71653998582,303108.661599433,0.131840767238613,1120000,5635.01672698344,1610,7245.01672698344,289800.669079338,0.134420422106829,1205000,964000,4652.44187289155,1385.75,6038.19187289155,241527.674915662,0.120852227801095
"49","CANYON LAKE",477500,419000,382000,1981.1964320582,549.125,2530.3214320582,101212.857282328,0.356853567024766,335200,1686.48000614719,481.85,2168.33000614719,86733.2002458874,0.457445712251188,420000,336000,1621.59799719042,483,2104.59799719042,84183.9198876166,0.45119003513128
"50","CARLSBAD",875000,825500,7e+05,3630.46466607524,1006.25,4636.71466607524,185468.58664301,0.248741097220036,660400,3322.64736294631,949.325,4271.97236294631,170878.894517852,0.278040726562879,829000,663200,3200.72557064489,953.35,4154.07557064489,166163.022825796,0.255927541532342
"51","CARMICHAEL",416500,387000,333200,1728.10118105181,478.975,2207.07618105181,88283.0472420726,0.377969324854295,309600,1557.67962381614,445.05,2002.72962381614,80109.1849526454,0.416654838768453,373000,298400,1440.13345940958,428.95,1869.08345940958,74763.3383763833,0.405054729603545
"52","CARSON",545000,487500,436000,2261.26084915544,626.75,2888.01084915544,115520.433966217,0.310162851722675,390000,1962.19332457459,560.625,2522.81832457459,100912.732982984,0.383963998318916,481000,384800,1857.11580154426,553.15,2410.26580154426,96410.6320617704,0.369862366870322
"53","CASTRO VALLEY",895000,797500,716000,3713.44671558553,1029.25,4742.69671558553,189707.868623421,0.215600712610147,638000,3209.94702840664,917.125,4127.07202840664,165082.881136265,0.272252482485897,811000,648800,3131.22851362244,932.65,4063.87851362244,162555.140544898,0.236743264842444
"54","CATHEDRAL CITY",292000,281000,233600,1211.53792285025,335.8,1547.33792285025,61893.5169140101,0.393546567045534,224800,1131.02835734453,323.15,1454.17835734453,58167.1342937813,0.414988033695924,265000,212000,1023.1511172749,304.75,1327.9011172749,53116.0446909962,0.433620432593139
"55","CERES",297000,285050,237600,1232.28343522782,341.55,1573.83343522782,62953.337409113,0.465731571255851,228040,1147.32965573331,327.8075,1475.13715573331,59005.4862293323,0.496029383578667,260000,208000,1003.84637921311,299,1302.84637921311,52113.8551685246,0.498217355324656
"56","CHICO",339000,337250,271200,1406.54573919944,389.85,1796.39573919944,71855.8295679774,0.362119102667759,269800,1357.43527941083,387.8375,1745.27277941083,69810.9111764333,0.372418307301756,320000,256000,1235.5032359546,368,1603.5032359546,64140.1294381841,0.385018089618621
"57","CHINO",480000,483500,384000,1991.56918824699,552,2543.56918824699,101742.76752988,0.368976023304228,386800,1946.09327678321,556.025,2502.11827678321,100084.731071328,0.373876591384924,445000,356000,1718.12168749937,511.75,2229.87168749937,89194.8674999748,0.395168056265162
"58","CHINO HILLS",639900,691000,511920,2655.01067408177,735.885,3390.89567408177,135635.826963271,0.351795248135213,552800,2781.28325596111,794.65,3575.93325596111,143037.330238444,0.31710923857203,648800,519040,2504.98281089796,746.12,3251.10281089796,130044.112435918,0.329043823923097
"59","CHOWCHILLA",235000,249900,188000,975.039081745922,270.25,1245.28908174592,49811.5632698369,0.40696455658357,199920,1005.85048576654,287.385,1293.23548576654,51729.4194306618,0.391462456452541,229900,183920,887.631856081134,264.385,1152.01685608113,46080.6742432454,0.41083910592475
"60","CHULA VISTA",5e+05,505000,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,2.46284479347281,404000,2032.63103366188,580.75,2613.38103366188,104535.241346475,19.9870359089544,471500,377200,1820.43679922686,542.225,2362.66179922686,94506.4719690744,2.87879437558928
"61","CITRUS HEIGHTS",330900,317000,264720,1372.93800914777,380.535,1753.47300914777,70138.9203659107,0.400220003124905,253600,1275.92878746696,364.55,1640.47878746696,65619.1514986786,0.434461695284682,307500,246000,1187.24139080013,353.625,1540.86639080013,61634.655632005,0.442434825003279
"62","CLAREMONT",682500,630922.5,546000,2831.76243953869,784.875,3616.63743953869,144665.497581548,0.328357630261186,504738,2539.47060066443,725.560875,3265.03147566443,130601.259026577,0.372712502531922,650500,520400,2511.54642183896,748.075,3259.62142183896,130384.856873559,0.337072364821899
"63","CLAYTON",772500,777500,618000,3205.181662335,888.375,4093.556662335,163742.2664934,0.41109908762216,622000,3129.44678944973,894.125,4023.57178944973,160942.871577989,0.416820554822012,772500,618000,2982.58203054666,888.375,3870.95703054666,154838.281221866,0.402775638993887
"64","CLEARLAKE",153500,150000,122800,636.887229991485,176.525,813.412229991485,32536.4891996594,0.445524667605262,120000,603.751792176797,172.5,776.251792176797,31050.0716870719,0.472468126200658,145000,116000,559.837403791929,166.75,726.587403791929,29063.4961516772,0.440689455627423
"65","CLOVERDALE",553500,558000,442800,2296.52822019731,636.525,2933.05322019731,117322.128807892,0.278256948928457,446400,2245.95666689768,641.7,2887.65666689768,115506.266675907,0.283298720865364,527000,421600,2034.71939171274,606.05,2640.76939171274,105630.775668509,0.318438551155805
"66","CLOVIS",340000,320000,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.504044946818042,256000,1288.0038233105,368,1656.0038233105,66240.15293242,0.543047983530821,321000,256800,1239.36418356696,369.15,1608.51418356696,64340.5673426784,0.516424098791994
"67","COACHELLA",253500,249400,202800,1051.79747754294,291.525,1343.32247754294,53732.8991017176,0.377287499726465,199520,1003.83797979262,286.81,1290.64797979262,51625.9191917048,0.391523245567279,230000,184000,888.01795084237,264.5,1152.51795084237,46100.7180336948,0.447376681117342
"68","COALINGA",217375,165000,173900,901.911150614977,249.98125,1151.89240061498,46075.6960245991,0.571694868461235,132000,664.126971394477,189.75,853.876971394477,34155.0788557791,0.672955881212603,139000,111200,536.67171811778,159.85,696.52171811778,27860.8687247112,0.733099650606927
"69","COARSEGOLD",310000,275000,248000,1286.22176740951,356.5,1642.72176740951,65708.8706963805,0.44115437014731,220000,1106.87828565746,316.25,1423.12828565746,56925.1314262984,0.492823657153708,259900,207920,1003.46028445188,298.885,1302.34528445188,52093.8113780751,0.423133721178443
"70","COLFAX",336250,355000,269000,1395.13570739177,386.6875,1781.82320739177,71272.9282956708,0.495282916599476,284000,1428.87924148509,408.25,1837.12924148509,73485.1696594035,0.477156874635067,408000,326400,1575.26662584212,469.2,2044.46662584212,81778.6650336847,0.381429137842727
"71","COLTON",3e+05,291000,240000,1244.73074265437,345,1589.73074265437,63589.2297061747,0.352942244445971,232800,1171.27847682299,334.65,1505.92847682299,60237.1390729194,0.3781528802365,274450,219560,1059.63707221169,315.6175,1375.25457221169,55010.1828884676,0.394144898218762
"72","COMPTON",390000,380000,312000,1618.14996545068,448.5,2066.64996545068,82665.9986180271,0.257143559230815,304000,1529.50454018122,437,1966.50454018122,78660.1816072488,0.274565249022014,355000,284000,1370.63640238714,408.25,1778.88640238714,71155.4560954855,0.298622825863909
"73","CONCORD",619000,561000,495200,2568.29443234351,711.85,3280.14443234351,131205.777293741,0.272923022207434,448800,2258.03170274122,645.15,2903.18170274122,116127.268109649,0.328168680150961,555000,444000,2142.82592485876,638.25,2781.07592485876,111243.036994351,0.313139977545843
"74","COPPEROPOLIS",333000,288465,266400,1381.65112434635,382.95,1764.60112434635,70584.0449738539,0.484042982887892,230772,1161.0750715352,331.73475,1492.8098215352,59712.3928614079,0.555106192293077,302000,241600,1166.00617893216,347.3,1513.30617893216,60532.2471572862,0.545066980654205
"75","CORONA",487250,479000,389800,2021.65018119447,560.3375,2581.98768119447,103279.507247779,0.38732411668859,383200,1927.9807230179,550.85,2478.8307230179,99153.2289207162,0.406099178729913,455000,364000,1756.73116362295,523.25,2279.98116362295,91199.246544918,0.427175946233651
"76","CORONADO",1605000,1668750,1284000,6659.30947320087,1845.75,8505.05947320087,340202.378928035,0.115768336152266,1335000,6716.73868796687,1919.0625,8635.80118796687,345432.047518675,0.112723646198029,1392000,1113600,5374.43907640252,1600.8,6975.23907640252,279009.563056101,0.130401661240276
"77","COSTA MESA",835000,8e+05,668000,3464.50056705466,960.25,4424.75056705466,176990.022682186,0.150335701644026,640000,3220.00955827625,920,4140.00955827625,165600.38233105,0.167732928604251,761000,608800,2938.18113300454,875.15,3813.33113300454,152533.245320182,0.16564805677165
"78","COTO DE CAZA",1285000,1100000,1028000,5331.59668103621,1477.75,6809.34668103621,272373.867241448,0.322584491762711,880000,4427.51314262984,1265,5692.51314262984,227700.525705194,0.378206851730628,1244000,995200,4803.01882977351,1430.6,6233.61882977352,249344.753190941,0.323741272542292
"79","COTTONWOOD",253000,230000,202400,1049.72292630518,290.95,1340.67292630518,53626.9170522074,0.474938035220282,184000,925.752748004422,264.5,1190.25274800442,47610.1099201769,0.524199732541667,229900,183920,887.631856081134,264.385,1152.01685608113,46080.6742432454,0.479358940799256
"80","COVINA",521000,525000,416800,2161.68238974309,599.15,2760.83238974309,110433.295589723,0.293567175574984,420000,2113.13127261879,603.75,2716.88127261879,108675.250904752,0.299074265627771,495000,396000,1911.16906811727,569.25,2480.41906811727,99216.762724691,0.302931827836678
"81","CRESTLINE",244950,240000,195960,1016.32265137729,281.6925,1298.01515137729,51920.6060550917,0.52741693347707,192000,966.002867482875,276,1242.00286748287,49680.114699315,0.540443879973427,217000,173600,837.825631881714,249.55,1087.37563188171,43495.0252752686,0.547626919349578
"82","CUPERTINO",2210000,2230000,1768000,9169.51647088718,2541.5,11711.0164708872,468440.658835487,0.172253826986269,1784000,8975.77664369505,2564.5,11540.276643695,461611.065747802,0.174378218235216,1719000,1375200,6636.96894564363,1976.85,8613.81894564363,344552.757825745,0.212284722026745
"83","CYPRESS",650500,649950,520400,2698.99116032222,748.075,3447.06616032222,137882.646412889,0.278006197686367,519960,2616.05651550206,747.4425,3363.49901550206,134539.960620082,0.288558670270165,651500,521200,2515.40736945132,749.225,3264.63236945132,130585.294778053,0.292955374193793
"84","DALY CITY",1e+06,1010000,8e+05,4149.10247551456,1150,5299.10247551456,211964.099020582,0.101986330384431,808000,4065.26206732377,1161.5,5226.76206732377,209070.482692951,0.10336674196008,865000,692000,3339.71968468978,994.75,4334.46968468978,173378.787387591,0.151478271416558
"85","DANA POINT",1050000,924995,840000,4356.55759929029,1207.5,5564.05759929029,222562.303971612,0.172410150600475,739996,3723.11592669717,1063.74425,4786.86017669717,191474.407067887,0.212077759457278,950000,760000,3667.90023174023,1092.5,4760.40023174023,190416.009269609,0.186524434648922
"86","DANVILLE",1320000,1237500,1056000,5476.81526767922,1518,6994.81526767922,279792.610707169,0.287386949307783,990000,4980.95228545857,1423.125,6404.07728545857,256163.091418343,0.300355984051436,1266500,1013200,4889.89015105157,1456.475,6346.36515105157,253854.606042063,0.255643292592864
"87","DAVIS",715750,650000,572600,2969.72009684955,823.1125,3792.83259684955,151713.303873982,0.242242539358548,520000,2616.25776609945,747.5,3363.75776609945,134550.310643978,0.279241945530462,628650,502920,2427.18471650894,722.9475,3150.13221650894,126005.288660358,0.249294605277042
"88","DEL MAR",1850000,1776875,1480000,7675.83957970193,2127.5,9803.33957970193,392133.583188077,0.125396341268189,1421500,7151.94310482764,2043.40625,9195.34935482764,367813.974193106,0.135138336208464,1727500,1382000,6669.78700034867,1986.625,8656.41200034867,346256.480013947,0.114928774450452
"89","DESERT HOT SPRINGS",220000,215000,176000,912.802544613203,253,1165.8025446132,46632.1017845281,0.36930251473636,172000,865.377568786742,247.25,1112.62756878674,44505.1027514697,0.394376889984677,195000,156000,752.884784409836,224.25,977.134784409836,39085.3913763934,0.448944073079716
"90","DIAMOND BAR",642500,677500,514000,2665.7983405181,738.875,3404.6733405181,136186.933620724,0.334389082411926,542000,2726.9455946652,779.125,3506.0705946652,140242.823786608,0.314886788642376,625000,5e+05,2413.09225772383,718.75,3131.84225772383,125273.690308953,0.351515094610545
"91","DINUBA",236000,240000,188800,979.188184221436,271.4,1250.58818422144,50023.5273688575,0.412485390044537,192000,966.002867482875,276,1242.00286748287,49680.114699315,0.414848766031382,236000,188800,911.183636516519,271.4,1182.58363651652,47303.3454606608,0.436333596029433
"92","DISCOVERY BAY",6e+05,545000,480000,2489.46148530874,690,3179.46148530874,127178.459412349,0.445514580093033,436000,2193.6315115757,626.75,2820.3815115757,112815.260463028,0.510665145550485,572000,457600,2208.46203426885,657.8,2866.26203426885,114650.481370754,0.517173620732612
"93","DIXON",447000,426238.5,357600,1854.64880655501,514.05,2368.69880655501,94747.9522622003,0.398049901350489,340990.8,1715.61505513166,490.174275,2205.78933013166,88231.5732052666,0.434249989558229,421000,336800,1625.45894480277,484.15,2109.60894480277,84384.3577921109,0.400208217841617
"94","DOWNEY",550000,567000,440000,2282.00636153301,632.5,2914.50636153301,116580.25446132,0.234236124420946,453600,2282.18177442829,652.05,2934.23177442829,117369.270977132,0.228574593366009,521000,416800,2011.55370603859,599.15,2610.70370603859,104428.148241543,0.243845658831997
"95","DUARTE",527000,503888,421600,2186.57700459617,606.05,2792.62700459617,111705.080183847,0.311604024428053,403110.4,2028.15522037588,579.4712,2607.62642037588,104305.056815035,0.343123366094162,452450,361960,1746.88574721144,520.3175,2267.20324721144,90688.1298884574,0.376237428792359
"96","DUBLIN",915000,882500,732000,3796.42876509582,1052.25,4848.67876509582,193947.150603833,0.303376519122909,706000,3552.07304397349,1014.875,4566.94804397349,182677.92175894,0.337096606222002,823125,658500,3178.04250342229,946.59375,4124.63625342229,164985.450136892,0.333785554639771
"97","EAST PALO ALTO",980000,950000,784000,4066.12042600427,1127,5193.12042600427,207724.817040171,0.080868855647153,760000,3823.76135045305,1092.5,4916.26135045305,196650.454018122,0.0906364567354516,805000,644000,3108.0628279483,925.75,4033.8128279483,161352.513117932,0.121771394678475
"98","EASTVALE",586500,575000,469200,2433.44860188929,674.475,3107.92360188929,124316.944075572,0.465587057775471,460000,2314.38187001105,661.25,2975.63187001105,119025.274800442,0.492182425267353,539444,431555.2,2082.76502380092,620.3606,2703.12562380092,108125.024952037,0.509121977703516
"99","EL CAJON",530992,507400,424793.6,2203.14022167843,610.6408,2813.78102167843,112551.240867137,0.174403701098627,405920,2042.29106233671,583.51,2625.80106233671,105032.042493468,0.19594936789859,297000,237600,1146.70144087036,341.55,1488.25144087036,59530.0576348146,0.422566165442822
