"","RegionSalesCar","2017 Q1","2016 Q4","2016 Q1","principal","pmt","t_i","pti","min_inc","HAI","HAI.x.x","Quarter_Rev","HAI.x.y","Year_Rev"
"21","Ventura",642480,629857.477578475,622524.262376237,513984,2561.70096389112,738.852,3300.55296389112,132022.118555645,0.253313067893692,0.309311004074049,"",0.303303391527216,""
"22","Monterey",560000,507000,5e+05,448000,2232.83610350366,644,2876.83610350366,115073.444140146,0.227989143225593,0.268994103466676,"",0.266785274825561,""
"23","San Luis Obispo",550000,550000,530000,440000,2192.96403022681,632.5,2825.46403022681,113018.561209072,0.262309487363068,0.265514856917289,"R",0.27125412421145,"R"
"24","Santa Barbara",779000,680000,680000,623200,3106.03450826669,895.85,4001.88450826669,160075.380330668,0.142505093013767,0.214125475650122,"",0.205666610513732,""
"25","Santa Cruz",805000,8e+05,746500,644000,3209.70189878651,925.75,4135.45189878651,165418.07595146,0.174653455059008,0.171236292152309,"",0.183403569377851,""
"26","Fresno",238000,237200,220000,190400,948.955343989054,273.7,1222.65534398905,48906.2137595622,0.478672710065058,0.49856313542688,"",0.521723956080201,""
"27","Kern (Bakersfield)",219000,225000,219949.5,175200,873.198404763037,251.85,1125.04840476304,45001.9361905215,0.552681961338223,0.55281921110835,"",0.553531267888012,""
"28","Kings County",215000,215000,2e+05,172000,857.249575452297,247.25,1104.4995754523,44179.9830180919,0.528595316406614,0.558150495096832,"",0.583308473387541,""
"29","Madera",238000,225475,220000,190400,948.955343989054,273.7,1222.65534398905,48906.2137595622,0.470855200219437,0.494253715738839,"",0.498493076684218,""
"30","Merced",228500,230125,190000,182800,911.076874376046,262.775,1173.85187437605,46954.0749750418,0.504990054798127,0.477558996147436,"",0.553797944095776,""
"31","Placer County",435000,429500,407750,348000,1734.43518754302,500.25,2234.68518754302,89387.4075017208,0.445549350927307,0.469958140082217,"R",0.481364739978882,""
"32","Sacramento",319725,319000,297000,255780,1274.80986284412,367.68375,1642.49361284412,65699.7445137648,0.460384374407341,0.458478556340858,"R",0.48125452777896,""
"33","San Benito",525000,5e+05,482444,420000,2093.28384703468,603.75,2697.03384703468,107881.353881387,0.319271534733705,0.349601392527916,"",0.35761016049356,""
"34","San Joaquin",315000,320000,295000,252000,1255.97030822081,362.25,1618.22030822081,64728.8123288323,0.44565274435955,0.440222196006848,"R",0.468486406478557,""
"35","Stanislaus",275000,275000,253000,220000,1096.4820151134,316.25,1412.7320151134,56509.2806045361,0.475239710677442,0.47771672730408,"",0.500310263026996,""
"36","Tulare",212000,210000,195000,169600,845.287953469242,243.8,1089.08795346924,43563.5181387697,0.523882810535217,0.493631742967163,"",0.51995668327259,""
"37","Amador",295000,275000,275000,236000,1176.2261616671,339.25,1515.4761616671,60619.0464666842,0.469210907107998,0.502728255541112,"",0.4967930363295,""
"38","Butte County",282000,290250,270558,225600,1124.3924664072,324.3,1448.6924664072,57947.698656288,0.410639215595062,0.412939337223555,"",0.430425497015387,""
"39","El Dorado County",429000,430000,423524,343200,1710.51194357691,493.35,2203.86194357691,88154.4777430763,0.433684886765958,0.390913092269847,"",0.391921511997795,""
"40","Humboldt",295000,292341.5,269000,236000,1176.2261616671,339.25,1515.4761616671,60619.0464666842,0.3552524727495,0.399289128767181,"R",0.424343432931166,""
"41","Lake County",217000,247000,225000,173600,865.223990107667,249.55,1114.77399010767,44590.9596043067,0.427341938770131,0.444326317102573,"R",0.467174181860949,""
"42","Mariposa",280000,248500,240000,224000,1116.41805175183,322,1438.41805175183,57536.7220700731,0.487711144411982,0.520311120351857,"",0.528223976331752,""
"43","Mendocino",4e+05,365500,367250,320000,1594.88293107404,460,2054.88293107404,82195.3172429617,0.258601676237199,0.317469829143133,"R",0.301554868373591,"R"
"44","Shasta",235500,245000,220625,188400,938.987325669842,270.825,1209.81232566984,48392.4930267937,0.494068775145989,0.457572353914809,"",0.496226156577431,""
"45","Siskiyou County",206500,189250,175250,165200,823.358313166974,237.475,1060.83331316697,42433.3325266789,0.478305467210351,0.529703830931489,"R",0.550413038455734,""
"46","Sutter",258500,255000,225000,206800,1030.6930942066,297.275,1327.9680942066,53118.723768264,0.534763279886565,0.519398770523359,"R",0.568857472878483,"R"
"47","Tehama",206000,194250,189000,164800,821.364709503131,236.9,1058.26470950313,42330.5883801252,0.551190387065162,0.602393557704857,"",0.602755086151363,"R"
"48","Tuolumne",280000,248500,240000,224000,1116.41805175183,322,1438.41805175183,57536.7220700731,0.454722186064627,NA,NA,NA,NA
"49","Yolo",385500,385000,370000,308400,1537.06842482261,443.325,1980.39342482261,79215.7369929043,0.374655030525896,0.368338475118161,"R",0.377704308379334,"R"
"50","Yuba",254900,253500,229000,203920,1016.33914782693,293.135,1309.47414782693,52378.9659130773,0.439547652893368,0.446241024408467,"",0.487363358572512,"R"
