"","region","Price.2017-Q4","Price.2017-Q3","principal.2017-Q4","pmt.2017-Q4","t_i.2017-Q4","pti.2017-Q4","min_inc.2017-Q4","HAI.2017-Q4","principal.2017-Q3","pmt.2017-Q3","t_i.2017-Q3","pti.2017-Q3","min_inc.2017-Q3","HAI.2017-Q3"
"727","SPRING VALLEY",439000,435000,351200,1821.45598675089,504.85,2326.30598675089,93052.2394700357,0.13662706125848,348000,1804.85957684883,500.25,2305.10957684883,92204.3830739533,0.138160473062541
"728","STANFORD",2655000,2400000,2124000,11015.8670724912,3053.25,14069.1170724912,562764.682899646,0,1920000,9957.84594123494,2760,12717.8459412349,508713.837649398,0
"729","STANTON",433500,410000,346800,1798.63592313556,498.525,2297.16092313556,91886.4369254225,0.271938839127639,328000,1701.13201496097,471.5,2172.63201496097,86905.2805984388,0.295918861492384
"730","STEVENSON RANCH",761000,704000,608800,3157.46698386658,875.15,4032.61698386658,161304.679354663,0.416275369524613,563200,2920.96814276225,809.6,3730.56814276225,149222.72571049,0.446984328921031
"731","STINSON BEACH",1900000,2513750,1520000,7883.29470347766,2185,10068.2947034777,402731.788139107,0.0786601152353864,2011000,10429.8063478247,2890.8125,13320.6188478247,532824.753912989,0
"732","STOCKTON",290000,283000,232000,1203.23971789922,333.5,1536.73971789922,61469.5887159689,0.409402938006901,226400,1174.19600057062,325.45,1499.64600057062,59985.8400228248,0.417326895329288
"733","STRATFORD",145000,235000,116000,601.619858949611,166.75,768.369858949611,30734.7943579844,0.53242157574837,188000,975.039081745922,270.25,1245.28908174592,49811.5632698369,0.319215206627935
"734","STRATHMORE",155000,235000,124000,643.110883704757,178.25,821.360883704757,32854.4353481903,0.572606837331995,188000,975.039081745922,270.25,1245.28908174592,49811.5632698369,0.402298399695788
"735","STRAWBERRY",210000,150000,168000,871.311519858058,241.5,1112.81151985806,44512.4607943223,0.760872005964966,120000,622.365371327184,172.5,794.865371327184,31794.6148530874,0.803644130884837
"736","SUISUN CITY",402000,390500,321600,1667.93919515685,462.3,2130.23919515685,85209.5678062741,0.414620069501957,312400,1620.22451668844,449.075,2069.29951668844,82771.9806675374,0.427446856950822
"737","SUMMERLAND",1517500,1e+06,1214000,6296.26300659334,1745.125,8041.38800659334,321655.520263734,0.159300014641647,8e+05,4149.10247551456,1150,5299.10247551456,211964.099020582,0.219259651401388
"738","SUNNYVALE",1715000,1700000,1372000,7115.71074550747,1972.25,9087.96074550747,363518.429820299,0.147391355647519,1360000,7053.47420837475,1955,9008.47420837475,360338.96833499,0.14656831476047
"739","SUNOL",2500000,1987500,2e+06,10372.7561887864,2875,13247.7561887864,529910.247551456,0,1590000,8246.34117008519,2285.625,10531.9661700852,421278.646803407,0.223481567549361
"740","SUSANVILLE",202500,165000,162000,840.193251291698,232.875,1073.0682512917,42922.7300516679,0.579956035251601,132000,684.601908459902,189.75,874.351908459902,34974.0763383961,0.643272567969149
"741","SUTTER CREEK",404450,330000,323560,1678.10449622186,465.1175,2143.22199622186,85728.8798488746,0.323095198352605,264000,1369.2038169198,379.5,1748.7038169198,69948.1526767922,0.405896361899326
"742","SWALL MEADOWS",505000,695000,404000,2095.29675013485,580.75,2676.04675013485,107041.870005394,0.301442911861416,556000,2883.62622048262,799.25,3682.87622048262,147315.048819305,0.15856038193264
"743","TAFT",79500,695000,63600,329.853646803407,91.425,421.278646803407,16851.1458721363,0.84589021877646,556000,2883.62622048262,799.25,3682.87622048262,147315.048819305,0.0962057351571492
"744","TAHOE VISTA",415000,822500,332000,1721.87752733854,477.25,2199.12752733854,87965.1010935417,0.371779426393861,658000,3412.63678611073,945.875,4358.51178611073,174340.471444429,0.0959508566069224
"745","TAHOMA",640000,635000,512000,2655.42558432932,736,3391.42558432932,135657.023373173,0.171349649826084,508000,2634.68007195175,730.25,3364.93007195175,134597.20287807,0.171170637169675
"746","TALMAGE",425000,584000,340000,1763.36855209369,488.75,2252.11855209369,90084.7420837475,0.436539048449082,467200,2423.0758457005,671.6,3094.6758457005,123787.03382802,0.31190152800398
"747","TEHACHAPI",283000,275000,226400,1174.19600057062,325.45,1499.64600057062,59985.8400228248,0.45232112399636,220000,1141.0031807665,316.25,1457.2531807665,58290.1272306602,0.461148926047569
"748","TEMECULA",465000,452000,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.468412943133389,361600,1875.39431893258,519.8,2395.19431893258,95807.7727573032,0.481289366799265
"749","TEMPLE CITY",849000,820000,679200,3522.58800171186,976.35,4498.93800171186,179957.520068474,0.126179505107865,656000,3402.26402992194,943,4345.26402992194,173810.561196878,0.133989431351365
"750","TEMPLETON",695000,6e+05,556000,2883.62622048262,799.25,3682.87622048262,147315.048819305,0.196394734719272,480000,2489.46148530874,690,3179.46148530874,127178.459412349,0.261325682102643
"751","TERRA BELLA",202500,289700,162000,840.193251291698,232.875,1073.0682512917,42922.7300516679,0.412438521076132,231760,1201.99498715657,333.155,1535.14998715657,61405.9994862627,0.264421977820816
"752","THERMAL",145000,158950,116000,601.619858949611,166.75,768.369858949611,30734.7943579844,0.498483894830209,127160,659.499838483039,182.7925,842.292338483039,33691.6935393216,0.443017178889684
"753","THORNTON",245000,349000,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.390809228984391,279200,1448.03676395458,401.35,1849.38676395458,73975.4705581833,0.264106150756509
"754","THOUSAND OAKS",734900,726950,587920,3049.17540925565,845.135,3894.31040925565,155772.416370226,0.371932429131358,581560,3016.19004457531,835.9925,3852.18254457531,154087.301783012,0.372727263442639
"755","THOUSAND PALMS",235000,245000,188000,975.039081745922,270.25,1245.28908174592,49811.5632698369,0.469115323097105,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.44945205118546
"756","THREE RIVERS",293000,398000,234400,1215.68702532577,336.95,1552.63702532577,62105.4810130306,0.477963974256611,318400,1651.34278525479,457.7,2109.04278525479,84361.7114101918,0.383322463449275
"757","TIBURON",2551500,2630000,2041200,10586.4349662754,2934.225,13520.6599662754,540826.398651016,0,2104000,10912.1395106033,3024.5,13936.6395106033,557465.580424132,0
"758","TIMBER COVE",495000,240000,396000,2053.80572537971,569.25,2623.05572537971,104922.229015188,0.400565403133705,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.666264690372652
"759","TIPTON",210000,240000,168000,871.311519858058,241.5,1112.81151985806,44512.4607943223,0.372545709119178,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.296732534810064
"760","TOMALES",650000,615000,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.170217628392234,492000,2551.69802244145,707.25,3258.94802244145,130357.920897658,0.187985439681686
"761","TOPAZ",170000,737500,136000,705.347420837475,195.5,900.847420837475,36033.896833499,0.377848857800523,590000,3059.96307569199,848.125,3908.08807569199,156323.52302768,0.00168150586343434
"762","TORRANCE",762500,737500,610000,3163.69063757985,876.875,4040.56563757985,161622.625503194,0.237043409254352,590000,3059.96307569199,848.125,3908.08807569199,156323.52302768,0.247121611248346
"763","TRACY",482750,472500,386200,2002.97922005465,555.1625,2558.14172005465,102325.668802186,0.394930359955755,378000,1960.45091968063,543.375,2503.82591968063,100153.036787225,0.403427074209061
"764","TRANQUILLITY",320000,140000,256000,1327.71279216466,368,1695.71279216466,67828.5116865864,0.21581367889403,112000,580.874346572038,161,741.874346572038,29674.9738628815,0.657447396731643
"765","TRES PINOS",868900,873500,695120,3605.1551409746,999.235,4604.3901409746,184175.605638984,0.157457079108707,698800,3624.24101236197,1004.525,4628.76601236197,185150.640494479,0.154497891746758
"766","TRINIDAD",479000,757500,383200,1987.42008577147,550.85,2538.27008577147,101530.803430859,0.207942111487612,606000,3142.94512520228,871.125,4014.07012520228,160562.805008091,0.0698914068087609
"767","TRINITY CENTER",499000,185000,399200,2070.40213528177,573.85,2644.25213528177,105770.085411271,0.227488441134583,148000,767.583957970194,212.75,980.333957970194,39213.3583188077,0.53067800157117
"768","TRUCKEE",716000,7e+05,572800,2970.75737246842,823.4,3794.15737246842,151766.294898737,0.200219518317696,560000,2904.37173286019,805,3709.37173286019,148374.869314408,0.207082345866937
"769","TULARE",209950,215232.5,167960,871.104064734282,241.4425,1112.54656473428,44501.8625893713,0.557583055402558,172186,893.021698561188,247.517375,1140.53907356119,45621.5629424475,0.544775711859921
"770","TURLOCK",321000,310000,256800,1331.86189464017,369.15,1701.01189464017,68040.475785607,0.449417162432652,248000,1286.22176740951,356.5,1642.72176740951,65708.8706963805,0.463161239469002
"771","TUSTIN",710000,709000,568000,2945.86275761534,816.5,3762.36275761534,150494.510304613,0.222985089773562,567200,2941.71365513982,815.35,3757.06365513982,150282.546205593,0.221828501818674
"772","TWENTYNINE PALMS",129947.5,129000,103958,539.165493936928,149.439625,688.605118936928,27544.2047574771,0.728155437332357,103200,535.234219341378,148.35,683.584219341378,27343.3687736551,0.729234154768885
"773","TWIN LAKES",425000,225000,340000,1763.36855209369,488.75,2252.11855209369,90084.7420837475,0.317831318769197,180000,933.548056990776,258.75,1192.29805699078,47691.922279631,0.563328166104615
"774","UKIAH",418900,413500,335120,1738.05902699305,481.735,2219.79402699305,88791.761079722,0.234091417816655,330800,1715.65387362527,475.525,2191.17887362527,87647.1549450108,0.237535234874248
"775","UNION CITY",980000,898000,784000,4066.12042600427,1127,5193.12042600427,207724.817040171,0.165122480056978,718400,3725.89402301208,1032.7,4758.59402301208,190343.760920483,0.199857833296561
"776","UPLAND",570000,560000,456000,2364.9884110433,655.5,3020.4884110433,120819.536441732,0.25164438371607,448000,2323.49738628815,644,2967.49738628815,118699.895451526,0.257177786771239
"777","UPPER LAKE",325000,196500,260000,1348.45830454223,373.75,1722.20830454223,68888.3321816893,0.266944459287874,157200,815.298636438611,225.975,1041.27363643861,41650.9454575444,0.47003562951023
"778","VACAVILLE",450000,436000,360000,1867.09611398155,517.5,2384.59611398155,95383.8445592621,0.420133680882799,348800,1809.00867932435,501.4,2310.40867932435,92416.3471729739,0.435703657548218
"779","VALINDA",402000,490000,321600,1667.93919515685,462.3,2130.23919515685,85209.5678062741,0.442602266668337,392000,2033.06021300213,563.5,2596.56021300213,103862.408520085,0.328237543615087
"780","VALLEJO",411000,397000,328800,1705.28111743648,472.65,2177.93111743648,87117.2446974594,0.351821321953745,317600,1647.19368277928,456.55,2103.74368277928,84149.7473111712,0.365983956205669
"781","VALLEY CENTER",662500,685000,530000,2748.7803900284,761.875,3510.6553900284,140426.215601136,0.277222277010338,548000,2842.13519572747,787.75,3629.88519572747,145195.407829099,0.257984216865775
"782","VALLEY HOME",319500,349000,255600,1325.6382409269,367.425,1693.0632409269,67722.5296370761,0.530935292540467,279200,1448.03676395458,401.35,1849.38676395458,73975.4705581833,0.484664706092717
"783","VALLEY SPRINGS",340000,349000,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.460540083303047,279200,1448.03676395458,401.35,1849.38676395458,73975.4705581833,0.441574442633471
"784","VERDI",710000,265500,568000,2945.86275761534,816.5,3762.36275761534,150494.510304613,0.0654051839645324,212400,1101.58670724912,305.325,1406.91170724912,56276.4682899646,0.414892030104756
"785","VICTORVILLE",250000,240000,2e+05,1037.27561887864,287.5,1324.77561887864,52991.0247551456,0.473119068236309,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.488427231046617
"786","VILLA PARK",1457500,1190000,1166000,6047.31685806247,1676.125,7723.44185806247,308937.674322499,0.205749009487934,952000,4937.43194586233,1368.5,6305.93194586233,252237.277834493,0.238230294107925
"787","VISALIA",254795,235250,203836,1057.17056524873,293.01425,1350.18481524873,54007.3926099493,0.526684970762193,188200,976.0763573648,270.5375,1246.6138573648,49864.554294592,0.554781079314468
"788","VISTA",535000,505700,428000,2219.76982440029,615.25,2835.01982440029,113400.792976012,0.206406141212418,404560,2098.20112186771,581.555,2679.75612186771,107190.244874709,0.226880111501391
"789","VOLCANO",470000,825000,376000,1950.07816349184,540.5,2490.57816349184,99623.1265396737,0.311103947659981,660000,3423.00954229951,948.75,4371.75954229951,174870.38169198,0.0997852791837325
"790","WALLACE",385000,825000,308000,1597.40445307311,442.75,2040.15445307311,81606.1781229242,0.474712032074475,660000,3423.00954229951,948.75,4371.75954229951,174870.38169198,0.115493702570956
"791","WALNUT",811888,825000,649510.4,3368.60651064056,933.6712,4302.27771064056,172091.108425623,0.257533783047332,660000,3423.00954229951,948.75,4371.75954229951,174870.38169198,0.246619589512918
"792","WALNUT CREEK",787000,690000,629600,3265.34364822996,905.05,4170.39364822996,166815.745929198,0.292018318534984,552000,2862.88070810505,793.5,3656.38070810505,146255.228324202,0.336183469489835
"793","WALNUT GROVE",474100,389950,379280,1967.08948364145,545.215,2512.30448364145,100492.179345658,0.312198153485302,311960,1617.9425103269,448.4425,2066.3850103269,82655.4004130761,0.36633140510955
"794","WASCO",181000,270000,144800,750.987548068135,208.15,959.137548068135,38365.5019227254,0.535067489576872,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.34974262283529
"795","WASHINGTON",304250,270000,243400,1262.3644281753,349.8875,1612.25192817531,64490.0771270122,0.388399698070541,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.463258956701295
"796","WATERFORD",262500,270000,210000,1089.13939982257,301.875,1391.01439982257,55640.5759929029,0.507069929286159,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.493085281469396
"797","WATSONVILLE",570000,549000,456000,2364.9884110433,655.5,3020.4884110433,120819.536441732,0.11355159808722,439200,2277.85725905749,631.35,2909.20725905749,116368.2903623,0.126598233115175
"798","WEAVERVILLE",269075,329000,215260,1116.41974859908,309.43625,1425.85599859908,57034.2399439632,0.37565296281739,263200,1365.05471444429,378.35,1743.40471444429,69736.1885777716,0.29520255295659
"799","WEST COVINA",560000,551500,448000,2323.49738628815,644,2967.49738628815,118699.895451526,0.275746907786525,441200,2288.23001524628,634.225,2922.45501524628,116898.200609851,0.281410149216029
"800","WEST HOLLYWOOD",715000,675000,572000,2966.60826999291,822.25,3788.85826999291,151554.330799716,0.200257457942062,540000,2800.64417097233,776.25,3576.89417097233,143075.766838893,0.217669246591917
"801","WEST POINT",219500,242250,175600,910.727993375446,252.425,1163.15299337545,46526.1197350178,0.413700570579221,193800,1005.1200746934,278.5875,1283.7075746934,51348.3029877361,0.376691247029583
"802","WEST SACRAMENTO",388565,375000,310852,1612.19600339832,446.84975,2059.04575339831,82361.8301359326,0.386828302297798,3e+05,1555.91342831796,431.25,1987.16342831796,79486.5371327184,0.397939907336732
"803","WESTLAKE VILLAGE",993900,927500,795120,4123.79295041392,1142.985,5266.77795041392,210671.118016557,0.28727989678851,742000,3848.29254603975,1066.625,4914.91754603975,196596.70184159,0.313508508432791
"804","WESTMINSTER",675000,649500,540000,2800.64417097233,776.25,3576.89417097233,143075.766838893,0.157939151951447,519600,2694.84205784671,746.925,3441.76705784671,137670.682313868,0.169905614443683
"805","WESTWOOD",52000,270000,41600,215.753328726757,59.8,275.553328726757,11022.1331490703,0.837511108521798,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.321310956947351
"806","WHEATLAND",315000,270000,252000,1306.96727978709,362.25,1669.21727978709,66768.6911914834,0.528627443612948,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.599997545828669
"807","WHITEWATER",334000,208500,267200,1385.80022682186,384.1,1769.90022682186,70796.0090728745,0.247977362182649,166800,865.087866144786,239.775,1104.86286614479,44194.5146457914,0.451139061909471
"808","WHITTIER",529070,522500,423256,2195.16564672049,608.4305,2803.59614672049,112143.84586882,0.324693447020618,418000,2167.90604345636,600.875,2768.78104345636,110751.241738254,0.328356878299897
"809","WILDOMAR",402750,419444,322200,1671.05102201349,463.1625,2134.21352201349,85368.5408805396,0.424399265350702,335555.2,1740.31613873973,482.3606,2222.67673873973,88907.0695495892,0.398247912778332
"810","WILLITS",296450,260000,237160,1230.00142886629,340.9175,1570.91892886629,62836.7571546517,0.250084095400652,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.304779889976016
"811","WILLOW CREEK",385000,233750,308000,1597.40445307311,442.75,2040.15445307311,81606.1781229242,0.137165816835327,187000,969.852703651528,268.8125,1238.66520365153,49546.6081460611,0.335926376087158
"812","WILLOWBROOK",427000,212500,341600,1771.66675704472,491.05,2262.71675704472,90508.6702817887,0.203664532875555,170000,881.684276046844,244.375,1126.05927604684,45042.3710418738,0.499830314437242
"813","WILLOWS",208500,212500,166800,865.087866144786,239.775,1104.86286614479,44194.5146457914,0.529496033525741,170000,881.684276046844,244.375,1126.05927604684,45042.3710418738,0.52098195063744
"814","WILTON",612500,634000,490000,2541.32526625267,704.375,3245.70026625267,129828.010650107,0.362941440154129,507200,2630.53096947623,729.1,3359.63096947623,134385.238779049,0.337526442350664
"815","WINCHESTER",423000,425000,338400,1755.07034714266,486.45,2241.52034714266,89660.8138857063,0.396170513029013,340000,1763.36855209369,488.75,2252.11855209369,90084.7420837475,0.38983285385881
"816","WINDSOR",689500,685000,551600,2860.80615686729,792.925,3653.73115686729,146149.246274692,0.273731708500587,548000,2842.13519572747,787.75,3629.88519572747,145195.407829099,0.274493199279484
"817","WINTERS",465000,365000,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.391226722929726,292000,1514.42240356281,419.75,1934.17240356281,77366.8961425126,0.492456954968155
"818","WINTON",217000,192000,173600,900.355237186659,249.55,1149.90523718666,45996.2094874664,0.500892853502466,153600,796.627675298795,220.8,1017.4276752988,40697.1070119518,0.583192306081918
"819","WOODACRE",1160000,1050000,928000,4812.95887159689,1334,6146.95887159689,245878.354863876,0.144704570159137,840000,4356.55759929029,1207.5,5564.05759929029,222562.303971612,0.174858365501715
"820","WOODCREST",650000,554450,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.342682053036476,443560,2300.46986754905,637.6175,2938.08736754905,117523.494701962,0.436956382941198
"821","WOODLAKE",184900,176500,147920,767.169047722642,212.635,979.804047722642,39192.1619089057,0.499811446973257,141200,732.31658692832,202.975,935.29158692832,37411.6634771328,0.514137760805816
"822","WOODLAND",419000,376500,335200,1738.4739372406,481.85,2220.3239372406,88812.957489624,0.355137076470984,301200,1562.13708203123,432.975,1995.11208203123,79804.4832812493,0.399660526602066
"823","WOODSIDE",2750000,2910000,2200000,11410.031807665,3162.5,14572.531807665,582901.272306602,0,2328000,12073.8882037474,3346.5,15420.3882037474,616815.528149895,0
"824","WRIGHTWOOD",332500,282000,266000,1379.57657310859,382.375,1761.95157310859,70478.0629243436,0.437179029199089,225600,1170.04689809511,324.3,1494.34689809511,59773.8759238042,0.502673009285633
"825","YANKEE HILL",6e+05,830000,480000,2489.46148530874,690,3179.46148530874,127178.459412349,0.0990187036302804,664000,3443.75505467708,954.5,4398.25505467708,175930.202187083,0.0502338596494051
"826","YORBA LINDA",835000,830000,668000,3464.50056705466,960.25,4424.75056705466,176990.022682186,0.336784649823696,664000,3443.75505467708,954.5,4398.25505467708,175930.202187083,0.337494134236374
"827","YOUNTVILLE",761000,1042500,608800,3157.46698386658,875.15,4032.61698386658,161304.679354663,0.252891711430329,834000,4325.43933072393,1198.875,5524.31433072393,220972.573228957,0.144653579652044
"828","YUBA CITY",3e+05,282000,240000,1244.73074265437,345,1589.73074265437,63589.2297061747,0.434133158954187,225600,1170.04689809511,324.3,1494.34689809511,59773.8759238042,0.459561010816372
"829","YUCAIPA",377000,354000,301600,1564.21163326899,433.55,1997.76163326899,79910.4653307596,0.383679756119741,283200,1468.78227633215,407.1,1875.88227633215,75035.2910532862,0.406130714031413
"830","YUCCA VALLEY",210000,208000,168000,871.311519858058,241.5,1112.81151985806,44512.4607943223,0.476294595080905,166400,863.013314907028,239.2,1102.21331490703,44088.5325962811,0.478293473476526
