"","region","Price.2017-Q4","Price.2017-Q3","principal.2017-Q4","pmt.2017-Q4","t_i.2017-Q4","pti.2017-Q4","min_inc.2017-Q4","HAI.2017-Q4","principal.2017-Q3","pmt.2017-Q3","t_i.2017-Q3","pti.2017-Q3","min_inc.2017-Q3","HAI.2017-Q3"
"143","CHULA VISTA",5e+05,505000,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.307855599184101,404000,2095.29675013485,580.75,2676.04675013485,107041.870005394,0.301122885515953
"144","CITRUS HEIGHTS",330900,317000,264720,1372.93800914777,380.535,1753.47300914777,70138.9203659107,0.400220003124905,253600,1315.26548473812,364.55,1679.81548473812,67192.6193895246,0.421741780855083
"145","CLAREMONT",682500,630922.5,546000,2831.76243953869,784.875,3616.63743953869,144665.497581548,0.328357630261186,504738,2617.76210660783,725.560875,3343.32298160784,133732.919264313,0.362263404982692
"146","CLARKSBURG",409950,777500,327960,1700.92455983719,471.4425,2172.36705983719,86894.6823934877,0.441518506381031,622000,3225.92717471257,894.125,4120.05217471257,164802.086988503,0.186292958105531
"147","CLAYTON",772500,777500,618000,3205.181662335,888.375,4093.556662335,163742.2664934,0.41109908762216,622000,3225.92717471257,894.125,4120.05217471257,164802.086988503,0.404474924723779
"148","CLEAR CREEK",141000,150000,112800,585.023449047553,162.15,747.173449047553,29886.9379619021,0.63079294720517,120000,622.365371327184,172.5,794.865371327184,31794.6148530874,0.611849399612491
"149","CLEARLAKE",153500,150000,122800,636.887229991485,176.525,813.412229991485,32536.4891996594,0.445524667605262,120000,622.365371327184,172.5,794.865371327184,31794.6148530874,0.457410485211161
"150","CLEARLAKE OAKS",180000,178500,144000,746.838445592621,207,953.838445592621,38153.5378237048,0.430000663800633,142800,740.614791879349,205.275,945.889791879349,37835.591675174,0.429928188158021
"151","CLIO",525000,558000,420000,2178.27879964514,603.75,2782.02879964514,111281.151985806,0.338591523594378,446400,2315.19918133712,641.7,2956.89918133712,118275.967253485,0.299003015198781
"152","CLOVERDALE",553500,558000,442800,2296.52822019731,636.525,2933.05322019731,117322.128807892,0.278256948928457,446400,2315.19918133712,641.7,2956.89918133712,118275.967253485,0.270919267163824
"153","CLOVIS",340000,320000,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.504044946818042,256000,1327.71279216466,368,1695.71279216466,67828.5116865864,0.531695348171293
"154","COACHELLA",253500,249400,202800,1051.79747754294,291.525,1343.32247754294,53732.8991017176,0.377287499726465,199520,1034.78615739333,286.81,1321.59615739333,52863.8462957333,0.382151394633522
"155","COALINGA",217375,165000,173900,901.911150614977,249.98125,1151.89240061498,46075.6960245991,0.571694868461235,132000,684.601908459902,189.75,874.351908459902,34974.0763383961,0.664701205585306
"156","COARSEGOLD",310000,275000,248000,1286.22176740951,356.5,1642.72176740951,65708.8706963805,0.44115437014731,220000,1141.0031807665,316.25,1457.2531807665,58290.1272306602,0.484248480511547
"157","COBB",299000,244000,239200,1240.58164017885,343.85,1584.43164017885,63377.2656071541,0.507164378632296,195200,1012.38100402555,280.6,1292.98100402555,51719.2401610221,0.583353881210595
"158","COLEVILLE",375000,355000,3e+05,1555.91342831796,431.25,1987.16342831796,79486.5371327184,0.103828826393589,284000,1472.93137880767,408.25,1881.18137880767,75247.2551523067,0.111551770639872
"159","COLFAX",336250,355000,269000,1395.13570739177,386.6875,1781.82320739177,71272.9282956708,0.495282916599476,284000,1472.93137880767,408.25,1881.18137880767,75247.2551523067,0.465609701092674
"160","COLMA",855000,291000,684000,3547.48261656495,983.25,4530.73261656495,181229.304662598,0.133378990221047,232800,1207.38882037474,334.65,1542.03882037474,61681.5528149895,0.566082876622319
"161","COLOMA",955000,291000,764000,3962.3928641164,1098.25,5060.6428641164,202425.714564656,0.162304001699301,232800,1207.38882037474,334.65,1542.03882037474,61681.5528149895,0.660144080097165
"162","COLTON",3e+05,291000,240000,1244.73074265437,345,1589.73074265437,63589.2297061747,0.352942244445971,232800,1207.38882037474,334.65,1542.03882037474,61681.5528149895,0.366360975328989
"163","COLUMBIA",562500,323000,450000,2333.87014247694,646.875,2980.74514247694,119229.805699078,0.153671448691151,258400,1340.1600995912,371.45,1711.6100995912,68464.4039836481,0.334954426791391
"164","COMMERCE",380000,323000,304000,1576.65894069553,437,2013.65894069553,80546.3576278213,0.281600343641966,258400,1340.1600995912,371.45,1711.6100995912,68464.4039836481,0.354508789807009
"165","COMPTCHE",350000,380000,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.308700793563311,304000,1576.65894069553,437,2013.65894069553,80546.3576278213,0.266789641467657
"166","COMPTON",390000,380000,312000,1618.14996545068,448.5,2066.64996545068,82665.9986180271,0.257143559230815,304000,1576.65894069553,437,2013.65894069553,80546.3576278213,0.265263760594162
"167","CONCORD",619000,561000,495200,2568.29443234351,711.85,3280.14443234351,131205.777293741,0.272923022207434,448800,2327.64648876367,645.15,2972.79648876367,118911.859550547,0.316521291071973
"168","COPPEROPOLIS",333000,288465,266400,1381.65112434635,382.95,1764.60112434635,70584.0449738539,0.484042982887892,230772,1196.87084559931,331.73475,1528.60559559931,61144.2238239723,0.545588239152527
"169","CORCORAN",155000,129000,124000,643.110883704757,178.25,821.360883704757,32854.4353481903,0.523774938715225,103200,535.234219341378,148.35,683.584219341378,27343.3687736551,0.600926592591784
"170","CORNING",211500,384000,169200,877.535173571329,243.225,1120.76017357133,44830.4069428532,0.474824648776216,307200,1593.25535059759,441.6,2034.85535059759,81394.2140239036,0.168695100171987
"171","CORONA",487250,479000,389800,2021.65018119447,560.3375,2581.98768119447,103279.507247779,0.38732411668859,383200,1987.42008577147,550.85,2538.27008577147,101530.803430859,0.393500421658864
"172","CORONADO",1605000,1668750,1284000,6659.30947320087,1845.75,8505.05947320087,340202.378928035,0.115768336152266,1335000,6923.81475601492,1919.0625,8842.87725601492,353715.090240597,0.109742579122409
"173","CORRALITOS",655000,816612.5,524000,2717.66212146204,753.25,3470.91212146204,138836.484858481,0.2887021455611,653290,3388.20894528613,939.104375,4327.31332028613,173092.532811445,0.210212444590002
"174","CORTE MADERA",1285000,1190000,1028000,5331.59668103621,1477.75,6809.34668103621,272373.867241448,0.285566287781206,952000,4937.43194586233,1368.5,6305.93194586233,252237.277834493,0.294055537520016
"175","COSTA MESA",835000,8e+05,668000,3464.50056705466,960.25,4424.75056705466,176990.022682186,0.150335701644026,640000,3319.28198041165,920,4239.28198041165,169571.279216466,0.161093191922147
"176","COTATI",550000,565150,440000,2282.00636153301,632.5,2914.50636153301,116580.25446132,0.243062477807856,452120,2344.86526403705,649.9225,2994.78776403705,119791.510561482,0.228258850541074
"177","COTO DE CAZA",1285000,1100000,1028000,5331.59668103621,1477.75,6809.34668103621,272373.867241448,0.322584491762711,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.368049644951212
"178","COTTONWOOD",253000,230000,202400,1049.72292630518,290.95,1340.67292630518,53626.9170522074,0.474938035220282,184000,954.293569368349,264.5,1218.79356936835,48751.742774734,0.51430748385693
"179","COVINA",521000,525000,416800,2161.68238974309,599.15,2760.83238974309,110433.295589723,0.293567175574984,420000,2178.27879964514,603.75,2782.02879964514,111281.151985806,0.287201259122272
"180","CRESTLINE",244950,240000,195960,1016.32265137729,281.6925,1298.01515137729,51920.6060550917,0.52741693347707,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.532042526641019
"181","CRESTON",642500,525000,514000,2665.7983405181,738.875,3404.6733405181,136186.933620724,0.315620494618576,420000,2178.27879964514,603.75,2782.02879964514,111281.151985806,0.39031484050745
"182","CROCKETT",590000,437500,472000,2447.97046055359,678.5,3126.47046055359,125058.818422144,0.253809628932823,350000,1815.23233303762,503.125,2318.35733303762,92734.2933215048,0.429066993036669
"183","CROWLEY LAKE",925000,444500,740000,3837.91978985097,1063.75,4901.66978985097,196066.791594039,0.116551638244422,355600,1844.27605036622,511.175,2355.45105036622,94218.0420146489,0.495369592690417
"184","CULVER CITY",1063750,933500,851000,4413.60775832861,1223.3125,5636.92025832861,225476.810333145,0.129688859544755,746800,3873.18716089284,1073.525,4946.71216089284,197868.486435714,0.161687320419141
"185","CUPERTINO",2210000,2230000,1768000,9169.51647088718,2541.5,11711.0164708872,468440.658835487,0.172253826986269,1784000,9252.49852039747,2564.5,11816.9985203975,472679.940815899,0.16740084214729
"186","CUTLER",156000,187665.5,124800,647.259986180271,179.4,826.659986180271,33066.3994472109,0.528298168819865,150132.4,778.643390618678,215.815325,994.458715618678,39778.3486247471,0.435547973725438
"187","CUTTEN",358000,315000,286400,1485.37868623421,411.7,1897.07868623421,75883.1474493685,0.405551775264697,252000,1306.96727978709,362.25,1669.21727978709,66768.6911914834,0.459588720163918
"188","CYPRESS",650500,649950,520400,2698.99116032222,748.075,3447.06616032222,137882.646412889,0.278006197686367,519960,2696.70915396069,747.4425,3444.15165396069,137766.066158428,0.276395607169497
"189","DALY CITY",1e+06,1010000,8e+05,4149.10247551456,1150,5299.10247551456,211964.099020582,0.101986330384431,808000,4190.59350026971,1161.5,5352.09350026971,214083.740010788,0.0979905248124307
"190","DANA POINT",1050000,924995,840000,4356.55759929029,1207.5,5564.05759929029,222562.303971612,0.172410150600475,739996,3837.89904433859,1063.74425,4901.64329433859,196065.731773544,0.203189413959597
"191","DANVILLE",1320000,1237500,1056000,5476.81526767922,1518,6994.81526767922,279792.610707169,0.287386949307783,990000,5134.51431344927,1423.125,6557.63931344927,262305.572537971,0.296370988000266
"192","DAVENPORT",9e+05,650000,720000,3734.1922279631,1035,4769.1922279631,190767.689118524,0.117110564257,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.218365442802863
"193","DAVIS",715750,650000,572600,2969.72009684955,823.1125,3792.83259684955,151713.303873982,0.242242539358548,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.271649044687225
"194","DEL MAR",1850000,1776875,1480000,7675.83957970193,2127.5,9803.33957970193,392133.583188077,0.125396341268189,1421500,7372.43646117993,2043.40625,9415.84271117993,376633.708447197,0.13103433746535
"195","DEL REY",145000,635000,116000,601.619858949611,166.75,768.369858949611,30734.7943579844,0.535655910680412,508000,2634.68007195175,730.25,3364.93007195175,134597.20287807,0.0789949252202464
"196","DEL REY OAKS",619500,635000,495600,2570.36898358127,712.425,3282.79398358127,131311.759343251,0.367637479218071,508000,2634.68007195175,730.25,3364.93007195175,134597.20287807,0.348050234651409
"197","DELHI",265750,285000,212600,1102.62398286799,305.6125,1408.23648286799,56329.4593147198,0.44444776778728,228000,1182.49420552165,327.75,1510.24420552165,60409.768220866,0.401955972000125
"198","DENAIR",353000,317450,282400,1464.63317385664,405.95,1870.58317385664,74823.3269542656,0.554947173662016,253960,1317.1325808521,365.0675,1682.2000808521,67288.0032340839,0.597066274744265
"199","DESCANSO",413250,451000,330600,1714.61659800639,475.2375,2189.85409800639,87594.1639202557,0.464627534914622,360800,1871.24521645707,518.65,2389.89521645707,95595.8086582827,0.427591465952399
"200","DESERT HOT SPRINGS",220000,215000,176000,912.802544613203,253,1165.8025446132,46632.1017845281,0.36930251473636,172000,892.05703223563,247.25,1139.30703223563,45572.2812894252,0.380951072524838
"201","DIABLO",1563500,3562500,1250800,6487.12172046701,1798.025,8285.14672046702,331405.868818681,0.296682417693682,2850000,14781.1775690206,4096.875,18878.0525690206,755122.102760825,0
"202","DIAMOND BAR",642500,677500,514000,2665.7983405181,738.875,3404.6733405181,136186.933620724,0.334389082411926,542000,2811.01692716111,779.125,3590.14192716111,143605.677086445,0.300981390247552
"203","DIAMOND SPRINGS",359900,319000,287920,1493.26198093769,413.885,1907.14698093769,76285.8792375076,0.444823011362426,255200,1323.56368968914,366.85,1690.41368968914,67616.5475875658,0.491944293293573
"204","DILLON BEACH",9e+05,1150000,720000,3734.1922279631,1035,4769.1922279631,190767.689118524,0.10498731956524,920000,4771.46784684174,1322.5,6093.96784684174,243758.71387367,0.079244024773924
"205","DINUBA",236000,240000,188800,979.188184221436,271.4,1250.58818422144,50023.5273688575,0.412485390044537,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.404086054532912
"206","DISCOVERY BAY",6e+05,545000,480000,2489.46148530874,690,3179.46148530874,127178.459412349,0.445514580093033,436000,2261.26084915544,626.75,2888.01084915544,115520.433966217,0.497686264116882
"207","DIXON",447000,426238.5,357600,1854.64880655501,514.05,2368.69880655501,94747.9522622003,0.398049901350489,340990.8,1768.50721550961,490.174275,2258.68149050961,90347.2596203845,0.421679850291447
"208","DOBBINS",265000,350000,212000,1099.51215601136,304.75,1404.26215601136,56170.4862404543,0.474035329004573,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.393767098472359
"209","DORRINGTON",255000,273750,204000,1058.02113125621,293.25,1351.27113125621,54050.8452502485,0.307990186684988,219000,1135.81680267211,314.8125,1450.62930267211,58025.1721068844,0.306397984818965
"210","DOS PALOS",242825,230860,194260,1007.50580861682,279.24875,1286.75455861682,51470.1823446729,0.3638313923119,184688,957.861797497291,265.489,1223.35079749729,48934.0318998917,0.386377531008021
"211","DOWNEY",550000,567000,440000,2282.00636153301,632.5,2914.50636153301,116580.25446132,0.234236124420946,453600,2352.54110361676,652.05,3004.59110361676,120183.64414467,0.217226477879861
"212","DOYLE",172500,133000,138000,715.720177026261,198.375,914.095177026261,36563.8070810505,0.555981182571094,106400,551.830629243437,152.95,704.780629243437,28191.2251697375,0.638371117607063
"213","DUARTE",527000,503888,421600,2186.57700459617,606.05,2792.62700459617,111705.080183847,0.311604024428053,403110.4,2090.68294818208,579.4712,2670.15414818208,106806.165927283,0.331505714267769
"214","DUBLIN",915000,882500,732000,3796.42876509582,1052.25,4848.67876509582,193947.150603833,0.303376519122909,706000,3661.5829346416,1014.875,4676.4579346416,187058.317385664,0.322348690225947
"215","DUCOR",149000,225000,119200,618.216268851669,171.35,789.566268851669,31582.6507540668,0.586304093078856,180000,933.548056990776,258.75,1192.29805699078,47691.922279631,0.434609583348474
"216","DUNNIGAN",325750,270000,260600,1351.57013139887,374.6125,1726.18263139887,69047.3052559547,0.418132617175927,216000,1120.25766838893,310.5,1430.75766838893,57230.3067355573,0.493735193294959
"217","DURHAM",279000,1e+05,223200,1157.59959066856,320.85,1478.44959066856,59137.9836267425,0.591840835553146,80000,414.910247551456,115,529.910247551456,21196.4099020582,0.846608115603338
"218","EARLIMART",2e+05,1e+05,160000,829.820495102912,230,1059.82049510291,42392.8198041165,0.270316075029276,80000,414.910247551456,115,529.910247551456,21196.4099020582,0.599309673294369
"219","EAST LOS ANGELES",432750,420000,346200,1795.52409627893,497.6625,2293.18659627893,91727.463851157,0.172351764356551,336000,1742.62303971612,483,2225.62303971612,89024.9215886446,0.182253988333788
"220","EAST PALO ALTO",980000,950000,784000,4066.12042600427,1127,5193.12042600427,207724.817040171,0.080868855647153,760000,3941.64735173883,1092.5,5034.14735173883,201365.894069553,0.0844898519832933
"221","EASTVALE",586500,575000,469200,2433.44860188929,674.475,3107.92360188929,124316.944075572,0.465587057775471,460000,2385.73392342087,661.25,3046.98392342087,121879.356936835,0.476130496515853
"222","EL CAJON",530992,507400,424793.6,2203.14022167843,610.6408,2813.78102167843,112551.240867137,0.174403701098627,405920,2105.25459607609,583.51,2688.76459607609,107550.583843043,0.188202838415567
"223","EL CENTRO",210000,187000,168000,871.311519858058,241.5,1112.81151985806,44512.4607943223,0.510308725142707,149600,775.882162921223,215.05,990.932162921223,39637.2865168489,0.547844338567456
"224","EL CERRITO",985000,910000,788000,4086.86593838184,1132.75,5219.61593838184,208784.637535274,0.270034176469831,728000,3775.68325271825,1046.5,4822.18325271825,192887.33010873,0.319799442273475
"225","EL DORADO HILLS",650000,617500,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.507104245770955,494000,2562.07077863024,710.125,3272.19577863024,130887.83114521,0.532178172461458
"226","EL GRANADA",1275000,1004000,1020000,5290.10565628106,1466.25,6756.35565628106,270254.226251243,0.197302309769313,803200,4165.69888541662,1154.6,5320.29888541662,212811.955416665,0.267847769474545
"227","EL MONTE",530000,525000,424000,2199.02431202272,609.5,2808.52431202272,112340.972480909,0.130751800816521,420000,2178.27879964514,603.75,2782.02879964514,111281.151985806,0.131721607667215
"228","EL SEGUNDO",1200000,1254000,960000,4978.92297061747,1380,6358.92297061747,254356.918824699,0.118615105952969,1003200,5202.97450429526,1442.1,6645.07450429526,265802.98017181,0.112769315339046
"229","EL SOBRANTE",597500,585000,478000,2479.08872911995,687.125,3166.21372911995,126648.549164798,0.258245177666963,468000,2427.22494817602,672.75,3099.97494817602,123998.997927041,0.264920009245398
"230","ELK CREEK",1950000,3e+05,1560000,8090.74982725339,2242.5,10333.2498272534,413329.993090136,0.00691965351168357,240000,1244.73074265437,345,1589.73074265437,63589.2297061747,0.41435941246701
"231","ELK GROVE",430000,415000,344000,1784.11406447126,494.5,2278.61406447126,91144.5625788504,0.497300324491469,332000,1721.87752733854,477.25,2199.12752733854,87965.1010935417,0.513057817065089
"232","ELVERTA",290000,290000,232000,1203.23971789922,333.5,1536.73971789922,61469.5887159689,0.543556701961585,232000,1203.23971789922,333.5,1536.73971789922,61469.5887159689,0.540932466664776
"233","EMERYVILLE",589500,564000,471600,2445.89590931583,677.925,3123.82090931583,124952.836372633,0.378559833110145,451200,2340.09379619021,648.6,2988.69379619021,119547.751847608,0.398373304969554
"234","EMPIRE",280000,190000,224000,1161.74869314408,322,1483.74869314408,59349.9477257631,0.396989272874685,152000,788.329470347766,218.5,1006.82947034777,40273.1788139107,0.580557121408098
"235","ENCINITAS",1015000,995750,812000,4211.33901264728,1167.25,5378.58901264728,215143.560505891,0.205939350017823,796600,4131.46878999362,1145.1125,5276.58128999362,211063.251599745,0.209355589798751
"236","ESCALON",370000,365000,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.407778375461778,292000,1514.42240356281,419.75,1934.17240356281,77366.8961425126,0.410481760505862
"237","ESCONDIDO",525000,515000,420000,2178.27879964514,603.75,2782.02879964514,111281.151985806,0.224721758842048,412000,2136.78777489,592.25,2729.03777489,109161.5109956,0.23007031506438
"238","ESPARTO",331000,285000,264800,1373.35291939532,380.65,1754.00291939532,70160.1167758128,0.478218318482108,228000,1182.49420552165,327.75,1510.24420552165,60409.768220866,0.5622296299912
"239","EUREKA",266000,258000,212800,1103.66125848687,305.9,1409.56125848687,56382.4503394749,0.333766539928854,206400,1070.46843868276,296.7,1367.16843868276,54686.7375473103,0.342155457412671
"240","EXETER",245000,237500,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.471361004031363,190000,985.411837934708,273.125,1258.53683793471,50341.4735173883,0.480921383412146
"241","FAIR OAKS",450000,440000,360000,1867.09611398155,517.5,2384.59611398155,95383.8445592621,0.452437304664845,352000,1825.60508922641,506,2331.60508922641,93264.2035690563,0.460234600347713
"242","FAIRFAX",966000,867500,772800,4008.03299134706,1110.9,5118.93299134706,204757.319653883,0.244775629965507,694000,3599.34639750888,997.625,4596.97139750888,183878.855900355,0.292971112659592
"243","FAIRFIELD",475000,440000,380000,1970.82367586942,546.25,2517.07367586942,100682.947034777,0.369712079751029,352000,1825.60508922641,506,2331.60508922641,93264.2035690563,0.408018879949703
"244","FALL RIVER MILLS",248000,156000,198400,1028.97741392761,285.2,1314.17741392761,52567.0965571044,0.413656506612156,124800,647.259986180271,179.4,826.659986180271,33066.3994472109,0.679710027143144
"245","FALLBROOK",583000,557500,466400,2418.92674322499,670.45,3089.37674322499,123575.069729,0.181794627581022,446000,2313.12463009937,641.125,2954.24963009937,118169.985203975,0.199545427354467
"246","FARMERSVILLE",152000,166500,121600,630.663576278213,174.8,805.463576278213,32218.5430511285,0.606857829817689,133200,690.825562173174,191.475,882.300562173174,35292.022486927,0.56839253431262
"247","FARMINGTON",350000,329000,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.419419635311715,263200,1365.05471444429,378.35,1743.40471444429,69736.1885777716,0.44207778862719
"248","FELTON",662500,575000,530000,2748.7803900284,761.875,3510.6553900284,140426.215601136,0.227994555788118,460000,2385.73392342087,661.25,3046.98392342087,121879.356936835,0.284331460476052
"249","FERNDALE",279450,452500,223560,1159.46668678254,321.3675,1480.83418678254,59233.3674713018,0.361472997217634,362000,1877.46887017034,520.375,2397.84387017034,95913.7548068136,0.173036766437205
"250","FIDDLETOWN",370000,486499.5,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.380696291477504,389199.6,2018.5362797866,559.474425,2578.0107047866,103120.428191464,0.251548232703277
"251","FIELDS LANDING",259000,431000,207200,1074.61754115827,297.85,1372.46754115827,54898.7016463308,0.376594349126067,344800,1788.26316694678,495.65,2283.91316694678,91356.526677871,0.188843500750737
"252","FILLMORE",433750,431000,347000,1799.67319875444,498.8125,2298.48569875444,91939.4279501776,0.342235731864059,344800,1788.26316694678,495.65,2283.91316694678,91356.526677871,0.342516963447216
"253","FIREBAUGH",189500,180500,151600,786.254919110009,217.925,1004.17991911001,40167.1967644004,0.547685200070443,144400,748.912996830378,207.575,956.487996830378,38259.5198732151,0.559901007234544
"254","FOLSOM",542500,530000,434000,2250.88809296665,623.875,2874.76309296665,114990.523718666,0.514171635493913,424000,2199.02431202272,609.5,2808.52431202272,112340.972480909,0.523935655944311
"255","FONTANA",407450,395000,325960,1690.55180364841,468.5675,2159.11930364841,86364.7721459363,0.412307615229524,316000,1638.89547782825,454.25,2093.14547782825,83725.8191131301,0.427295843334536
"256","FORESTHILL",454000,370000,363200,1883.69252388361,522.1,2405.79252388361,96231.7009553444,0.349892471755159,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.445282998176826
"257","FORESTVILLE",550500,525000,440400,2284.08091277077,633.075,2917.15591277077,116686.236510831,0.226590835955983,420000,2178.27879964514,603.75,2782.02879964514,111281.151985806,0.242199202392969
"258","FORT BRAGG",406000,390000,324800,1684.53560505891,466.9,2151.43560505891,86057.4242023565,0.188650285081394,312000,1618.14996545068,448.5,2066.64996545068,82665.9986180271,0.20282274254519
"259","FORTUNA",295000,312825,236000,1223.9852302768,339.25,1563.2352302768,62529.4092110718,0.358187453955392,250260,1297.94298190284,359.74875,1657.69173190284,66307.6692761137,0.327413520464384
"260","FOSTER CITY",1472500,1530000,1178000,6109.55339519519,1693.375,7802.92839519519,312117.135807808,0.204040952025234,1224000,6348.12678753728,1759.5,8107.62678753728,324305.071501491,0.194754179753485
"261","FOUNTAIN VALLEY",780000,768500,624000,3236.29993090136,897,4133.29993090136,165331.997236054,0.202874369729989,614800,3188.58525243294,883.775,4072.36025243294,162894.410097318,0.20667769838662
"262","FOWLER",279650,312500,223720,1160.29650727765,321.5975,1481.89400727765,59275.7602911059,0.458610120870149,250000,1296.5945235983,359.375,1655.9695235983,66238.780943932,0.412085148447529
"263","FRAZIER PARK",230000,120000,184000,954.293569368349,264.5,1218.79356936835,48751.742774734,0.457252417403398,96000,497.892297061747,138,635.892297061747,25435.6918824699,0.691156836943355
"264","FREEDOM",535000,580000,428000,2219.76982440029,615.25,2835.01982440029,113400.792976012,0.170287692295644,464000,2406.47943579844,667,3073.47943579844,122939.177431938,0.146000882706847
"265","FREMONT",1175000,1066000,940000,4875.19540872961,1351.25,6226.44540872961,249057.816349184,0.16525881364674,852800,4422.94323889852,1225.9,5648.84323889852,225953.729555941,0.205693503097741
"266","FRENCH CAMP",342000,422500,273600,1418.99304662598,393.3,1812.29304662598,72491.7218650392,0.304883642639966,338000,1752.9957959049,485.875,2238.8707959049,89554.8318361961,0.221306787478042
"267","FRENCH GULCH",320000,480000,256000,1327.71279216466,368,1695.71279216466,67828.5116865864,0.341327037069751,384000,1991.56918824699,552,2543.56918824699,101742.76752988,0.212505231097691
"268","FRENCH VALLEY",382000,480000,305600,1584.95714564656,439.3,2024.25714564656,80970.2858258625,0.663938641164765,384000,1991.56918824699,552,2543.56918824699,101742.76752988,0.51761920072642
"269","FRESNO",255000,245000,204000,1058.02113125621,293.25,1351.27113125621,54050.8452502485,0.449050754562864,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.460824841722059
"270","FRIANT",414975,409200,331980,1721.77379977665,477.22125,2198.99504977665,87959.8019910662,0.599680282728248,327360,1697.81273298056,470.58,2168.39273298056,86735.7093192223,0.602252464289963
"271","FULLERTON",626750,642500,501400,2600.44997652875,720.7625,3321.21247652875,132848.49906115,0.248373740975616,514000,2665.7983405181,738.875,3404.6733405181,136186.933620724,0.236838606497657
"272","FULTON",575000,339500,460000,2385.73392342087,661.25,3046.98392342087,121879.356936835,0.315492318873657,271600,1408.62029043719,390.425,1799.04529043719,71961.8116174877,0.543831835804618
"273","GALT",375000,339500,3e+05,1555.91342831796,431.25,1987.16342831796,79486.5371327184,0.445984327092609,271600,1408.62029043719,390.425,1799.04529043719,71961.8116174877,0.494039314344399
"274","GARBERVILLE",5e+05,472500,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.11843445651368,378000,1960.45091968063,543.375,2503.82591968063,100153.036787225,0.127398876838296
"275","GARDEN GROVE",605000,585000,484000,2510.20699768631,695.75,3205.95699768631,128238.279907452,0.175656355650668,468000,2427.22494817602,672.75,3099.97494817602,123998.997927041,0.18606280812144
"276","GARDENA",539000,529000,431200,2236.36623430235,619.85,2856.21623430235,114248.649372094,0.193933775585244,423200,2194.8752095472,608.35,2803.2252095472,112129.008381888,0.199087399967614
"277","GASQUET",313000,202500,250400,1298.66907483606,359.95,1658.61907483606,66344.7629934423,0.372405781656474,162000,840.193251291698,232.875,1073.0682512917,42922.7300516679,0.516963463205482
"278","GEORGETOWN",335000,325000,268000,1389.94932929738,385.25,1775.19932929738,71007.9731718951,0.472830299025139,260000,1348.45830454223,373.75,1722.20830454223,68888.3321816893,0.48226233964544
"279","GEYSERVILLE",1405850,1395000,1124680,5833.01571520214,1616.7275,7449.74321520214,297989.728608086,0.0390231218384216,1116000,5787.99795334281,1604.25,7392.24795334281,295689.918133712,0.0388823498339016
"280","GILROY",775000,780000,620000,3215.55441852378,891.25,4106.80441852378,164272.176740951,0.251626625765922,624000,3236.29993090136,897,4133.29993090136,165331.997236054,0.246021173356296
"281","GLEN ELLEN",1540000,795000,1232000,6389.61781229242,1771,8160.61781229242,326424.712491697,0.13692348839391,636000,3298.53646803408,914.25,4212.78646803408,168511.458721363,0.309050130440751
"282","GLENDALE",930000,762000,744000,3858.66530222854,1069.5,4928.16530222854,197126.612089142,0.111725196351848,609600,3161.61608634209,876.3,4037.91608634209,161516.643453684,0.161257208707474
"283","GLENDORA",612000,585000,489600,2539.25071501491,703.8,3243.05071501491,129722.028600596,0.306534513589434,468000,2427.22494817602,672.75,3099.97494817602,123998.997927041,0.324516209102779
"284","GOLD RIVER",499000,454000,399200,2070.40213528177,573.85,2644.25213528177,105770.085411271,0.582565373407151,363200,1883.69252388361,522.1,2405.79252388361,96231.7009553444,0.623968773477844
"285","GOLETA",815000,805000,652000,3381.51851754437,937.25,4318.76851754437,172750.740701775,0.195236822844585,644000,3340.02749278922,925.75,4265.77749278922,170631.099711569,0.197358145014277
"286","GONZALES",423250,408000,338600,1756.10762276154,486.7375,2242.84512276154,89713.8049104615,0.290401012846716,326400,1692.83381000994,469.2,2162.03381000994,86481.3524003976,0.307284770352059
"287","GOSHEN",198000,206000,158400,821.522290151883,227.7,1049.22229015188,41968.8916060753,0.427731363362934,164800,854.715109955999,236.9,1091.615109956,43664.60439824,0.400867634539688
"288","GRAEAGLE",440000,376000,352000,1825.60508922641,506,2331.60508922641,93264.2035690563,0.29500476615581,300800,1560.06253079347,432.4,1992.46253079347,79698.501231739,0.398272035530356
"289","GRAND TERRACE",380000,376000,304000,1576.65894069553,437,2013.65894069553,80546.3576278213,0.402514228292099,300800,1560.06253079347,432.4,1992.46253079347,79698.501231739,0.404875940987658
