X,region,Quarter,Price,QuarterEnding,pmt,principal,t_i,pti,min_inc,HAI
,BOLINAS,2018-Q3,1.60E+06,7/1/2018,6692.525142,1.28E+06,1840,8532.525142,341301.0057,0.105865368
,BONITA,2018-Q3,7.00E+05,7/1/2018,2927.97975,5.60E+05,805,3732.97975,149319.19,0.269764345
,BONSALL,2018-Q3,5.99E+05,7/1/2018,2505.5141,479200,688.85,3194.3641,127774.564,0.336169767
,BOONVILLE,2018-Q3,1.35E+06,7/1/2018,5646.818089,1.08E+06,1552.5,7199.318089,287972.7235,0.014857458
,BORON,2018-Q3,6.90E+04,7/1/2018,288.6151468,55200,79.35,367.9651468,14718.60587,0.795971802
,BORREGO SPRINGS,2018-Q3,191500,7/1/2018,801.0116029,153200,220.225,1021.236603,40849.46412,0.443481683
,BOULDER CREEK,2018-Q3,6.00E+05,7/1/2018,2509.696928,4.80E+05,690,3199.696928,127987.8771,0.25739925
,BOULEVARD,2018-Q3,138500,7/1/2018,579.3217076,110800,159.275,738.5967076,29543.8683,0.60908468
,BOYES HOT SPRINGS,2018-Q3,370500,7/1/2018,1549.737853,296400,426.075,1975.812853,79032.51413,0.431605952
,BRADBURY,2018-Q3,1.23E+06,7/1/2018,5123.964562,9.80E+05,1408.75,6532.714562,261308.5825,0.173002095
,BRADLEY,2018-Q3,4.85E+05,7/1/2018,2028.671684,3.88E+05,557.75,2586.421684,103456.8673,0.218715884
,BRAWLEY,2018-Q3,247500,7/1/2018,1035.249983,1.98E+05,284.625,1319.874983,52794.99932,0.407451823
,BREA,2018-Q3,739500,7/1/2018,3093.201464,591600,850.425,3943.626464,157745.0586,0.243182342
,BRENTWOOD,2018-Q3,619950,7/1/2018,2593.144351,495960,712.9425,3306.086851,132243.474,0.383873814
,BRIDGEPORT,2018-Q3,1.19E+05,7/1/2018,497.7565574,95200,136.85,634.6065574,25384.2623,0.810590724
,BRISBANE,2018-Q3,1.11E+06,7/1/2018,4622.025176,8.84E+05,1270.75,5892.775176,235711.007,0.145460164
,BROOKDALE,2018-Q3,7.00E+05,7/1/2018,2927.97975,5.60E+05,805,3732.97975,149319.19,0.218843839
,BUELLTON,2018-Q3,5.50E+05,7/1/2018,2300.555518,4.40E+05,632.5,2933.055518,117322.2207,0.291129473
,BUENA PARK,2018-Q3,5.90E+05,7/1/2018,2467.868646,4.72E+05,678.5,3146.368646,125854.7458,0.224949193
,BURBANK,2018-Q3,8.00E+05,7/1/2018,3346.262571,6.40E+05,920,4266.262571,170650.5028,0.321082644
,BURLINGAME,2018-Q3,2.18E+06,7/1/2018,9097.651365,1.74E+06,2501.25,11598.90136,463956.0546,0.134760537
,BURNEY,2018-Q3,1.44E+05,7/1/2018,602.3272628,115200,165.6,767.9272628,30717.09051,0.614741212
,BUTTONWILLOW,2018-Q3,2.50E+05,7/1/2018,1045.707053,2.00E+05,287.5,1333.207053,53328.28214,0.34425465
,BYRON,2018-Q3,1.00E+06,7/1/2018,4182.828214,8.00E+05,1150,5332.828214,213313.1286,0.118733701
,CABAZON,2018-Q3,192500,7/1/2018,805.1944312,1.54E+05,221.375,1026.569431,41062.77725,0.572600439
,CALABASAS,2018-Q3,1.32E+06,7/1/2018,5525.51607,1056800,1519.15,7044.66607,281786.6428,0.235288739
,CALIFORNIA CITY,2018-Q3,152500,7/1/2018,637.8813026,1.22E+05,175.375,813.2563026,32530.2521,0.676981901
,CALIFORNIA HOT SPRINGS,2018-Q3,87900,7/1/2018,367.6706,70320,101.085,468.7556,18750.224,0.56434512
,CALIMESA,2018-Q3,3.49E+05,7/1/2018,1459.807047,279200,401.35,1861.157047,74446.28186,0.469183394
,CALISTOGA,2018-Q3,9.15E+05,7/1/2018,3827.287816,7.32E+05,1052.25,4879.537816,195181.5126,0.1743008
,CALPINE,2018-Q3,3.55E+05,7/1/2018,1484.904016,2.84E+05,408.25,1893.154016,75726.16064,0.441407166
,CAMARILLO,2018-Q3,613500,7/1/2018,2566.165109,490800,705.525,3271.690109,130867.6044,0.362556114
,CAMBRIA,2018-Q3,6.59E+05,7/1/2018,2756.483793,527200,757.85,3514.333793,140573.3517,0.196168549
,CAMERON PARK,2018-Q3,489250,7/1/2018,2046.448704,391400,562.6375,2609.086204,104363.4481,0.423167992
,CAMINO,2018-Q3,4.25E+05,7/1/2018,1777.701991,3.40E+05,488.75,2266.451991,90658.07963,0.429072291
,CAMP NELSON,2018-Q3,1.36E+05,7/1/2018,568.8646371,108800,156.4,725.2646371,29010.58548,0.866797932
,CAMPBELL,2018-Q3,1.29E+06,7/1/2018,5387.482739,1030400,1481.2,6868.682739,274747.3096,0.145016095
,CAMPO,2018-Q3,3.00E+05,7/1/2018,1254.848464,2.40E+05,345,1599.848464,63993.93857,0.431266366
,CAMPTONVILLE,2018-Q3,5.00E+05,7/1/2018,2091.414107,4.00E+05,575,2666.414107,106656.5643,0.101461608
,CANTUA CREEK,2018-Q3,1.21E+05,7/1/2018,506.1222139,96800,139.15,645.2722139,25810.88855,0.725182229
,CANYON LAKE,2018-Q3,4.37E+05,7/1/2018,1827.895929,349600,502.55,2330.445929,93217.83718,0.415180279
,CAPITOLA,2018-Q3,8.85E+05,7/1/2018,3701.802969,7.08E+05,1017.75,4719.552969,188782.1188,0.089761364
,CARLSBAD,2018-Q3,8.85E+05,7/1/2018,3701.802969,7.08E+05,1017.75,4719.552969,188782.1188,0.243997445
,CARMICHAEL,2018-Q3,4.15E+05,7/1/2018,1735.873709,3.32E+05,477.25,2213.123709,88524.94835,0.379398081
,CARNELIAN BAY,2018-Q3,612500,7/1/2018,2561.982281,4.90E+05,704.375,3266.357281,130654.2912,0.336756363
,CARPINTERIA,2018-Q3,689500,7/1/2018,2884.060053,551600,792.925,3676.985053,147079.4021,0.207440577
,CARSON,2018-Q3,557500,7/1/2018,2331.926729,4.46E+05,641.125,2973.051729,118922.0692,0.295229087
,CARUTHERS,2018-Q3,212450,7/1/2018,888.641854,169960,244.3175,1132.959354,45318.37416,0.510954678
,CASSEL,2018-Q3,1.61E+05,7/1/2018,673.4353424,128800,185.15,858.5853424,34343.4137,0.699877821
,CASTAIC,2018-Q3,6.12E+05,7/1/2018,2559.890867,489600,703.8,3263.690867,130547.6347,0.412904468
,CASTRO VALLEY,2018-Q3,866500,7/1/2018,3624.420647,693200,996.475,4620.895647,184835.8259,0.230343528
,CASTROVILLE,2018-Q3,5.92E+05,7/1/2018,2476.234303,473600,680.8,3157.034303,126281.3721,0.119596917
,CATHEDRAL CITY,2018-Q3,2.89E+05,7/1/2018,1208.837354,231200,332.35,1541.187354,61647.49415,0.397184991
,CAYUCOS,2018-Q3,9.75E+05,7/1/2018,4078.257508,7.80E+05,1121.25,5199.507508,207980.3003,0.136083795
,CAZADERO,2018-Q3,4.24E+05,7/1/2018,1773.519163,339200,487.6,2261.119163,90444.76651,0.296027977
,CEDAR SLOPE,2018-Q3,2.05E+05,7/1/2018,857.4797838,1.64E+05,235.75,1093.229784,43729.19135,0.765674522
,CERES,2018-Q3,309500,7/1/2018,1294.585332,247600,355.925,1650.510332,66020.41329,0.443029494
,CERRITOS,2018-Q3,741750,7/1/2018,3102.612828,593400,853.0125,3955.625328,158225.0131,0.282319156
,CHERRY VALLEY,2018-Q3,366725,7/1/2018,1533.947677,293380,421.73375,1955.681427,78227.25707,0.397706404
,CHICO,2018-Q3,3.40E+05,7/1/2018,1422.161593,2.72E+05,391,1813.161593,72526.46371,0.360137416
,CHINO,2018-Q3,473326.5,7/1/2018,1979.843439,378661.2,544.325475,2524.168914,100966.7565,0.376107283
,CHINO HILLS,2018-Q3,664950,7/1/2018,2781.371621,531960,764.6925,3546.064121,141842.5648,0.328101822
,CHOWCHILLA,2018-Q3,2.61E+05,7/1/2018,1091.718164,208800,300.15,1391.868164,55674.72655,0.37796551
,CHULA VISTA,2018-Q3,5.20E+05,7/1/2018,2175.070671,4.16E+05,598,2773.070671,110922.8268,2.302543077
,CITRUS HEIGHTS,2018-Q3,3.30E+05,7/1/2018,1380.333311,2.64E+05,379.5,1759.833311,70393.33242,0.400463526
,CLAREMONT,2018-Q3,7.11E+05,7/1/2018,2973.99086,568800,817.65,3791.64086,151665.6344,0.30919641
,CLARKSBURG,2018-Q3,1.15E+06,7/1/2018,4810.252446,9.20E+05,1322.5,6132.752446,245310.0978,0.087994402
,CLAYTON,2018-Q3,7.99E+05,7/1/2018,3342.079743,639200,918.85,4260.929743,170437.1897,0.392822096
,CLEARLAKE,2018-Q3,1.65E+05,7/1/2018,690.1666553,1.32E+05,189.75,879.9166553,35196.66621,0.397056617
,CLEARLAKE OAKS,2018-Q3,2.15E+05,7/1/2018,899.308066,1.72E+05,247.25,1146.558066,45862.32264,0.373988592
,CLIO,2018-Q3,3.30E+05,7/1/2018,1380.333311,2.64E+05,379.5,1759.833311,70393.33242,0.608205332
,CLIPPER MILLS,2018-Q3,1.25E+05,7/1/2018,522.8535267,1.00E+05,143.75,666.6035267,26664.14107,0.55669764
,CLOVERDALE,2018-Q3,6.10E+05,7/1/2018,2551.52521,4.88E+05,701.5,3253.02521,130121.0084,0.231577147
,CLOVIS,2018-Q3,3.26E+05,7/1/2018,1363.601998,260800,374.9,1738.501998,69540.07991,0.524596164
,COACHELLA,2018-Q3,2.56E+05,7/1/2018,1070.804023,204800,294.4,1365.204023,54608.16091,0.372365045
,COALINGA,2018-Q3,172500,7/1/2018,721.5378669,1.38E+05,198.375,919.9128669,36796.51468,0.653443563
,COARSEGOLD,2018-Q3,288500,7/1/2018,1206.74594,230800,331.775,1538.52094,61540.83759,0.47096908
,COBB,2018-Q3,2.50E+05,7/1/2018,1045.707053,2.00E+05,287.5,1333.207053,53328.28214,0.576814547
,COLEVILLE,2018-Q3,252500,7/1/2018,1056.164124,2.02E+05,290.375,1346.539124,53861.56496,0.216052853
,COLFAX,2018-Q3,364500,7/1/2018,1524.640884,291600,419.175,1943.815884,77752.63536,0.45945326
,COLMA,2018-Q3,1.21E+06,7/1/2018,5040.307998,9.64E+05,1385.75,6426.057998,257042.3199,0.063548608
,COLOMA,2018-Q3,7.10E+05,7/1/2018,2969.808032,5.68E+05,816.5,3786.308032,151452.3213,0.26786776
,COLTON,2018-Q3,3.19E+05,7/1/2018,1334.3222,255200,366.85,1701.1722,68046.88801,0.318850403
,COLUMBIA,2018-Q3,3.00E+05,7/1/2018,1254.848464,2.40E+05,345,1599.848464,63993.93857,0.377165789
,COMMERCE,2018-Q3,4.15E+05,7/1/2018,1735.873709,3.32E+05,477.25,2213.123709,88524.94835,0.244277987
,COMPTON,2018-Q3,404500,7/1/2018,1691.954012,323600,465.175,2157.129012,86285.1605,0.241546104
,CONCORD,2018-Q3,5.87E+05,7/1/2018,2455.320161,469600,675.05,3130.370161,125214.8065,0.295852257
,COPPEROPOLIS,2018-Q3,3.78E+05,7/1/2018,1581.109065,302400,434.7,2015.809065,80632.36259,0.430640422
,CORCORAN,2018-Q3,130500,7/1/2018,545.8590819,104400,150.075,695.9340819,27837.36328,0.596001549
,CORNING,2018-Q3,4.29E+05,7/1/2018,1794.433304,343200,493.35,2287.783304,91511.33215,0.137642669
,CORONA,2018-Q3,478040,7/1/2018,1999.559199,382432,549.746,2549.305199,101972.208,0.396545028
,CORONADO,2018-Q3,1.71E+06,7/1/2018,7144.270589,1366400,1964.2,9108.470589,364338.8236,0.108133134
,CORRALITOS,2018-Q3,7.45E+05,7/1/2018,3116.207019,5.96E+05,856.75,3972.957019,158918.2808,0.241010279
,CORTE MADERA,2018-Q3,1.36E+06,7/1/2018,5667.73223,1.08E+06,1558.25,7225.98223,289039.2892,0.27879481
,COSTA MESA,2018-Q3,826396,7/1/2018,3456.672505,661116.8,950.3554,4407.027905,176281.1162,0.153182775
,COTATI,2018-Q3,5.90E+05,7/1/2018,2467.868646,4.72E+05,678.5,3146.368646,125854.7458,0.210784132
,COTO DE CAZA,2018-Q3,1.28E+06,7/1/2018,5333.105973,1.02E+06,1466.25,6799.355973,271974.2389,0.324159345
,COTTONWOOD,2018-Q3,2.56E+05,7/1/2018,1070.804023,204800,294.4,1365.204023,54608.16091,0.469133232
,COVELO,2018-Q3,5.91E+05,7/1/2018,2472.051474,472800,679.65,3151.701474,126068.059,0.024969809
,COVINA,2018-Q3,546500,7/1/2018,2285.915619,437200,628.475,2914.390619,116575.6248,0.268081952
,CRESTLINE,2018-Q3,2.20E+05,7/1/2018,920.222207,1.76E+05,253,1173.222207,46928.88828,0.569287054
,CRESTON,2018-Q3,1.32E+06,7/1/2018,5521.333242,1.06E+06,1518,7039.333242,281573.3297,0.142536745
,CROCKETT,2018-Q3,6.18E+05,7/1/2018,2584.987836,494400,710.7,3295.687836,131827.5134,0.231265843
,CROWLEY LAKE,2018-Q3,6.25E+05,7/1/2018,2614.267634,5.00E+05,718.75,3333.017634,133320.7053,0.289849358
,CROWS LANDING,2018-Q3,1.08E+06,7/1/2018,4504.905986,861600,1238.55,5743.455986,229738.2394,0.021480376
,CUDAHY,2018-Q3,4.55E+05,7/1/2018,1903.186837,3.64E+05,523.25,2426.436837,97057.47349,0.12198958
,CULVER CITY,2018-Q3,1.01E+06,7/1/2018,4203.742355,8.04E+05,1155.75,5359.492355,214379.6942,0.144857726
,CUPERTINO,2018-Q3,1.97E+06,7/1/2018,8240.171581,1.58E+06,2265.5,10505.67158,420226.8632,0.205439866
,CUTTEN,2018-Q3,346997.5,7/1/2018,1451.430933,277598,399.047125,1850.478058,74019.12232,0.41807753
,CYPRESS,2018-Q3,635500,7/1/2018,2658.18733,508400,730.825,3389.01233,135560.4932,0.288840096
,DALY CITY,2018-Q3,9.70E+05,7/1/2018,4057.343367,7.76E+05,1115.5,5172.843367,206913.7347,0.109270494
,DANA POINT,2018-Q3,976250,7/1/2018,4083.486044,7.81E+05,1122.6875,5206.173544,208246.9417,0.189281957
,DANVILLE,2018-Q3,1312500,7/1/2018,5489.962031,1.05E+06,1509.375,6999.337031,279973.4812,0.289629317
,DAVENPORT,2018-Q3,1.30E+06,7/1/2018,5437.676678,1.04E+06,1495,6932.676678,277307.0671,0.060590663
,DAVIS,2018-Q3,6.63E+05,7/1/2018,2773.215106,530400,762.45,3535.665106,141426.6042,0.267921858
,DEL MAR,2018-Q3,1.60E+06,7/1/2018,6671.611001,1.28E+06,1834.25,8505.861001,340234.44,0.151548105
,DEL REY,2018-Q3,1.69E+05,7/1/2018,706.8979681,135200,194.35,901.2479681,36049.91873,0.456206127
,DEL REY OAKS,2018-Q3,551500,7/1/2018,2306.82976,441200,634.225,2941.05476,117642.1904,0.436839546
,DELHI,2018-Q3,247500,7/1/2018,1035.249983,1.98E+05,284.625,1319.874983,52794.99932,0.481298692
,DENAIR,2018-Q3,361250,7/1/2018,1511.046692,2.89E+05,415.4375,1926.484192,77059.36769,0.54622965
,DESCANSO,2018-Q3,5.00E+05,7/1/2018,2091.414107,4.00E+05,575,2666.414107,106656.5643,0.370828644
,DESERT HOT SPRINGS,2018-Q3,2.15E+05,7/1/2018,899.308066,1.72E+05,247.25,1146.558066,45862.32264,0.38068283
,DIABLO,2018-Q3,1.78E+06,7/1/2018,7424.520079,1.42E+06,2041.25,9465.770079,378630.8032,0.268260004
,DIAMOND BAR,2018-Q3,6.70E+05,7/1/2018,2802.494903,5.36E+05,770.5,3572.994903,142919.7961,0.30929335
,DIAMOND SPRINGS,2018-Q3,3.60E+05,7/1/2018,1505.818157,2.88E+05,414,1919.818157,76792.72628,0.444899731
,DILLON BEACH,2018-Q3,9.65E+05,7/1/2018,4036.429226,7.72E+05,1109.75,5146.179226,205847.1691,0.09620514
,DINUBA,2018-Q3,234500,7/1/2018,980.8732161,187600,269.675,1250.548216,50021.92865,0.414138919
,DISCOVERY BAY,2018-Q3,6.25E+05,7/1/2018,2614.267634,5.00E+05,718.75,3333.017634,133320.7053,0.421926276
,DIXON,2018-Q3,4.61E+05,7/1/2018,1928.283807,368800,530.15,2458.433807,98337.35226,0.379402407
,DOBBINS,2018-Q3,2.69E+05,7/1/2018,1125.18079,215200,309.35,1434.53079,57381.23158,0.471258043
,DORRINGTON,2018-Q3,3.65E+05,7/1/2018,1526.732298,2.92E+05,419.75,1946.482298,77859.29192,0.297358079
,DOS PALOS,2018-Q3,2.05E+05,7/1/2018,857.4797838,1.64E+05,235.75,1093.229784,43729.19135,0.451676036
,DOUGLAS CITY,2018-Q3,2.67E+05,7/1/2018,1116.815133,213600,307.05,1423.865133,56954.60532,0.404831099
,DOWNEY,2018-Q3,5.74E+05,7/1/2018,2400.943395,459200,660.1,3061.043395,122441.7358,0.212844714
,DOYLE,2018-Q3,1.48E+05,7/1/2018,619.0585756,118400,170.2,789.2585756,31570.34303,0.605342288
,DUARTE,2018-Q3,5.60E+05,7/1/2018,2342.3838,4.48E+05,644,2986.3838,119455.352,0.278628285
,DUBLIN,2018-Q3,9.06E+05,7/1/2018,3789.642362,724800,1041.9,4831.542362,193261.6945,0.309914788
,DUTCH FLAT,2018-Q3,2.45E+05,7/1/2018,1024.792912,1.96E+05,281.75,1306.542912,52261.7165,0.629297882
,EARLIMART,2018-Q3,1.25E+05,7/1/2018,522.8535267,1.00E+05,143.75,666.6035267,26664.14107,0.475377811
,EAST LOS ANGELES,2018-Q3,4.75E+05,7/1/2018,1986.843402,3.80E+05,546.25,2533.093402,101323.7361,0.133946686
,EAST PALO ALTO,2018-Q3,1.09E+06,7/1/2018,4538.368612,8.68E+05,1247.75,5786.118612,231444.7445,0.06238143
,EASTVALE,2018-Q3,5.88E+05,7/1/2018,2459.50299,470400,676.2,3135.70299,125428.1196,0.462809402
,EL CAJON,2018-Q3,534900,7/1/2018,2237.394812,427920,615.135,2852.529812,114101.1925,0.171181665
,EL CENTRO,2018-Q3,129050,7/1/2018,539.793981,103240,148.4075,688.201481,27528.05924,0.658132208
,EL CERRITO,2018-Q3,9.25E+05,7/1/2018,3869.116098,7.40E+05,1063.75,4932.866098,197314.6439,0.308453109
,EL DORADO HILLS,2018-Q3,6.85E+05,7/1/2018,2865.237326,5.48E+05,787.75,3652.987326,146119.4931,0.476255981
,EL GRANADA,2018-Q3,1.20E+06,7/1/2018,5019.393857,9.60E+05,1380,6399.393857,255975.7543,0.206650636
,EL MONTE,2018-Q3,5.38E+05,7/1/2018,2250.361579,430400,618.7,2869.061579,114762.4632,0.12647883
,EL SEGUNDO,2018-Q3,1252300,7/1/2018,5238.155772,1001840,1440.145,6678.300772,267132.0309,0.116257342
,EL SOBRANTE,2018-Q3,5.71E+05,7/1/2018,2388.39491,456800,656.65,3045.04491,121801.7964,0.279716261
,EL VERANO,2018-Q3,1.60E+06,7/1/2018,6692.525142,1.28E+06,1840,8532.525142,341301.0057,0.040363124
,ELK CREEK,2018-Q3,3.10E+05,7/1/2018,1296.676746,2.48E+05,356.5,1653.176746,66127.06985,0.401397832
,ELK GROVE,2018-Q3,4.28E+05,7/1/2018,1790.250475,342400,492.2,2282.450475,91298.01902,0.49918765
,ELVERTA,2018-Q3,3.55E+05,7/1/2018,1484.904016,2.84E+05,408.25,1893.154016,75726.16064,0.431769873
,EMERYVILLE,2018-Q3,6.30E+05,7/1/2018,2635.181775,5.04E+05,724.5,3359.681775,134387.271,0.34487559
,EMPIRE,2018-Q3,1.74E+05,7/1/2018,727.8121092,139200,200.1,927.9121092,37116.48437,0.622016521
,ENCINITAS,2018-Q3,1185900,7/1/2018,4960.415979,948720,1363.785,6324.200979,252968.0391,0.158174593
,ESCALON,2018-Q3,387500,7/1/2018,1620.845933,3.10E+05,445.625,2066.470933,82658.83731,0.390356184
,ESCONDIDO,2018-Q3,5.35E+05,7/1/2018,2237.813094,4.28E+05,615.25,2853.063094,114122.5238,0.216867126
,ESPARTO,2018-Q3,3.65E+05,7/1/2018,1526.732298,2.92E+05,419.75,1946.482298,77859.29192,0.419241862
,EUREKA,2018-Q3,2.90E+05,7/1/2018,1213.020182,2.32E+05,333.5,1546.520182,61860.80728,0.30263339
,EXETER,2018-Q3,190500,7/1/2018,796.8287747,152400,219.075,1015.903775,40636.15099,0.578912119
,FAIR OAKS,2018-Q3,425500,7/1/2018,1779.793405,340400,489.325,2269.118405,90764.7362,0.478632221
,FAIRFAX,2018-Q3,9.50E+05,7/1/2018,3973.686803,7.60E+05,1092.5,5066.186803,202647.4721,0.251275752
,FAIRFIELD,2018-Q3,4.70E+05,7/1/2018,1965.92926,3.76E+05,540.5,2506.42926,100257.1704,0.374213337
,FALL RIVER MILLS,2018-Q3,2.50E+05,7/1/2018,1045.707053,2.00E+05,287.5,1333.207053,53328.28214,0.413365413
,FALLBROOK,2018-Q3,6.15E+05,7/1/2018,2572.439351,4.92E+05,707.25,3279.689351,131187.5741,0.163532177
,FARMERSVILLE,2018-Q3,192999,7/1/2018,807.2816624,154399.2,221.94885,1029.230512,41169.2205,0.50573516
,FARMINGTON,2018-Q3,4.47E+05,7/1/2018,1869.724212,357600,514.05,2383.774212,95350.96846,0.334487615
,FELTON,2018-Q3,679750,7/1/2018,2843.277478,543800,781.7125,3624.989978,144999.5991,0.21527129
,FERNDALE,2018-Q3,4.40E+05,7/1/2018,1840.444414,3.52E+05,506,2346.444414,93857.77656,0.181769628
,FIELDBROOK,2018-Q3,540271.5,7/1/2018,2259.862873,432217.2,621.312225,2881.175098,115247.0039,0.316669718
,FILLMORE,2018-Q3,447500,7/1/2018,1871.815626,3.58E+05,514.625,2386.440626,95457.62503,0.326422039
,FIREBAUGH,2018-Q3,171700,7/1/2018,718.1916043,137360,197.455,915.6466043,36625.86417,0.581901819
,FISH CAMP,2018-Q3,5.65E+05,7/1/2018,2363.297941,4.52E+05,649.75,3013.047941,120521.9176,0.033491109
,FLORISTON,2018-Q3,4.20E+05,7/1/2018,1756.78785,3.36E+05,483,2239.78785,89591.51399,0.213771816
,FOLSOM,2018-Q3,5.25E+05,7/1/2018,2195.984812,4.20E+05,603.75,2799.734812,111989.3925,0.532153923
,FONTANA,2018-Q3,4.13E+05,7/1/2018,1727.508052,330400,474.95,2202.458052,88098.32209,0.403423395
,FORBESTOWN,2018-Q3,179500,7/1/2018,750.8176644,143600,206.425,957.2426644,38289.70657,0.431258419
,FORESTHILL,2018-Q3,3.65E+05,7/1/2018,1526.732298,2.92E+05,419.75,1946.482298,77859.29192,0.453102784
,FORESTVILLE,2018-Q3,5.35E+05,7/1/2018,2237.813094,4.28E+05,615.25,2853.063094,114122.5238,0.237705151
,FORT BRAGG,2018-Q3,447500,7/1/2018,1871.815626,3.58E+05,514.625,2386.440626,95457.62503,0.146674812
,FORTUNA,2018-Q3,312500,7/1/2018,1307.133817,2.50E+05,359.375,1666.508817,66660.35267,0.329761682
,FOSTER CITY,2018-Q3,1.48E+06,7/1/2018,6169.671615,1.18E+06,1696.25,7865.921615,314636.8646,0.205356534
,FOUNTAIN VALLEY,2018-Q3,8.00E+05,7/1/2018,3346.262571,6.40E+05,920,4266.262571,170650.5028,0.192433606
,FOWLER,2018-Q3,3.02E+05,7/1/2018,1263.214121,241600,347.3,1610.514121,64420.56482,0.428856638
,FRAZIER PARK,2018-Q3,1.50E+05,7/1/2018,627.4242321,1.20E+05,172.5,799.9242321,31996.96928,0.601611138
,FREEDOM,2018-Q3,527500,7/1/2018,2206.441883,4.22E+05,606.625,2813.066883,112522.6753,0.172652351
,FREMONT,2018-Q3,1.10E+06,7/1/2018,4601.111035,8.80E+05,1265,5866.111035,234644.4414,0.195988153
,FRENCH CAMP,2018-Q3,3.19E+05,7/1/2018,1334.3222,255200,366.85,1701.1722,68046.88801,0.334427017
,FRENCH GULCH,2018-Q3,2.70E+05,7/1/2018,1129.363618,2.16E+05,310.5,1439.863618,57594.54471,0.389972042
,FRENCH VALLEY,2018-Q3,359900,7/1/2018,1505.399874,287920,413.885,1919.284874,76771.39497,0.695854318
,FRESNO,2018-Q3,2.55E+05,7/1/2018,1066.621195,2.04E+05,293.25,1359.871195,54394.84778,0.448986093
,FRIANT,2018-Q3,4.07E+05,7/1/2018,1702.411083,325600,468.05,2170.461083,86818.44332,0.607555652
,FULLERTON,2018-Q3,6.32E+05,7/1/2018,2643.547431,505600,726.8,3370.347431,134813.8972,0.244231645
,GALT,2018-Q3,358865,7/1/2018,1501.070647,287092,412.69475,1913.765397,76550.61588,0.468142844
,GARBERVILLE,2018-Q3,2.75E+05,7/1/2018,1150.277759,2.20E+05,316.25,1466.527759,58661.11035,0.298929058
,GARDEN GROVE,2018-Q3,6.12E+05,7/1/2018,2559.890867,489600,703.8,3263.690867,130547.6347,0.171364274
,GARDENA,2018-Q3,5.80E+05,7/1/2018,2426.040364,4.64E+05,667,3093.040364,123721.6146,0.164028548
,GASQUET,2018-Q3,276500,7/1/2018,1156.552001,221200,317.975,1474.527001,58981.08004,0.410012206
,GEORGETOWN,2018-Q3,407250,7/1/2018,1703.45679,325800,468.3375,2171.79429,86871.7716,0.377372711
,GEYSERVILLE,2018-Q3,1557500,7/1/2018,6514.754943,1.25E+06,1791.125,8305.879943,332235.1977,0.035221724
,GILROY,2018-Q3,7.75E+05,7/1/2018,3241.691866,6.20E+05,891.25,4132.941866,165317.6746,0.251561552
,GLEN ELLEN,2018-Q3,697500,7/1/2018,2917.522679,5.58E+05,802.125,3719.647679,148785.9072,0.354001583
,GLENDALE,2018-Q3,8.90E+05,7/1/2018,3722.71711,7.12E+05,1023.5,4746.21711,189848.6844,0.123942995
,GLENDORA,2018-Q3,591500,7/1/2018,2474.142888,473200,680.225,3154.367888,126174.7155,0.321856233
,GOLD RIVER,2018-Q3,5.18E+05,7/1/2018,2166.705015,414400,595.7,2762.405015,110496.2006,0.563897433
,GOLETA,2018-Q3,834900,7/1/2018,3492.243276,667920,960.135,4452.378276,178095.131,0.185625183
,GONZALES,2018-Q3,4.30E+05,7/1/2018,1798.616132,3.44E+05,494.5,2293.116132,91724.64528,0.280981563
,GRAEAGLE,2018-Q3,5.09E+05,7/1/2018,2129.059561,407200,585.35,2714.409561,108576.3824,0.215711733
,GRAND TERRACE,2018-Q3,3.70E+05,7/1/2018,1547.646439,2.96E+05,425.5,1973.146439,78925.85756,0.414808105
,GRANITE BAY,2018-Q3,7.60E+05,7/1/2018,3178.949442,6.08E+05,874,4052.949442,162117.9777,0.38174527
,GRASS VALLEY,2018-Q3,4.30E+05,7/1/2018,1798.616132,3.44E+05,494.5,2293.116132,91724.64528,0.173202057
,GRATON,2018-Q3,667500,7/1/2018,2792.037833,5.34E+05,767.625,3559.662833,142386.5133,0.255331473
,GRAYSON,2018-Q3,310500,7/1/2018,1298.76816,248400,357.075,1655.84316,66233.72642,0.433026244
,GREEN VALLEY,2018-Q3,4.00E+05,7/1/2018,1673.131286,3.20E+05,460,2133.131286,85325.25142,0.485175862
,GREENFIELD,2018-Q3,3.40E+05,7/1/2018,1422.161593,2.72E+05,391,1813.161593,72526.46371,0.328105917
,GRIDLEY,2018-Q3,2.65E+05,7/1/2018,1108.449477,2.12E+05,304.75,1413.199477,56527.97907,0.427558879
,GRIZZLY FLATS,2018-Q3,2.35E+05,7/1/2018,982.9646302,1.88E+05,270.25,1253.21463,50128.58521,0.610690286
,GROVER BEACH,2018-Q3,506625,7/1/2018,2119.125344,405300,582.61875,2701.744094,108069.7638,0.25257835
,GUADALUPE,2018-Q3,3.62E+05,7/1/2018,1514.183813,289600,416.3,1930.483813,77219.35254,0.323109031
,GUERNEVILLE,2018-Q3,485500,7/1/2018,2030.763098,388400,558.325,2589.088098,103563.5239,0.221687803
,GUINDA,2018-Q3,252500,7/1/2018,1056.164124,2.02E+05,290.375,1346.539124,53861.56496,0.614157063
,HACIENDA HEIGHTS,2018-Q3,6.25E+05,7/1/2018,2614.267634,5.00E+05,718.75,3333.017634,133320.7053,0.279055521
