"","region","Price.2017-Q2","Price.2017-Q1.x","principal.2017-Q2","pmt.2017-Q2","t_i.2017-Q2","pti.2017-Q2","min_inc.2017-Q2","HAI.2017-Q2","Price.2017-Q1.y","principal.2017-Q1","pmt.2017-Q1","t_i.2017-Q1","pti.2017-Q1","min_inc.2017-Q1","HAI.2017-Q1"
"141","CERRITOS",681250,685000,545000,2630.27056091898,783.4375,3413.70806091898,136548.322436759,0.330584491161115,685000,548000,2731.23701946429,787.75,3518.98701946429,140759.480778572,0.312429177907217
"142","CHERRY VALLEY",323000,404000,258400,1247.08607879168,371.45,1618.53607879168,64741.4431516671,0.4434684283033,404000,323200,1610.83176038478,464.6,2075.43176038478,83017.2704153912,0.318896257420128
"143","CHICO",320000,303000,256000,1235.5032359546,368,1603.5032359546,64140.1294381841,0.385018089618621,303000,242400,1208.12382028859,348.45,1556.57382028859,62262.9528115434,0.394140282236649
"144","CHINO",445000,430000,356000,1718.12168749937,511.75,2229.87168749937,89194.8674999748,0.395168056265162,430000,344000,1714.49915090459,494.5,2208.99915090459,88359.9660361838,0.399151456402388
"145","CHINO HILLS",648800,625800,519040,2504.98281089796,746.12,3251.10281089796,130044.112435918,0.329043823923097,625800,500640,2495.19434566534,719.67,3214.86434566534,128594.573826613,0.333558371516428
"146","CHOWCHILLA",229900,225000,183920,887.631856081134,264.385,1152.01685608113,46080.6742432454,0.41083910592475,225000,180000,897.121648729148,258.75,1155.87164872915,46234.8659491659,0.408113906383996
"147","CHULA VISTA",471500,450000,377200,1820.43679922686,542.225,2362.66179922686,94506.4719690744,0.35984929694866,450000,360000,1794.2432974583,517.5,2311.7432974583,92469.7318983318,0.369205730141157
"148","CITRUS HEIGHTS",307500,280000,246000,1187.24139080013,353.625,1540.86639080013,61634.655632005,0.442434825003279,280000,224000,1116.41805175183,322,1438.41805175183,57536.7220700731,0.475847576446932
"149","CLAREMONT",650500,633500,520400,2511.54642183896,748.075,3259.62142183896,130384.856873559,0.337072364821899,633500,506800,2525.89584208851,728.525,3254.42084208851,130176.83368354,0.335822962932569
"150","CLARKSBURG",734000,599000,587200,2833.93554747087,844.1,3678.03554747087,147121.421898835,0.186482687746049,599000,479200,2388.33718928338,688.85,3077.18718928338,123087.487571335,0.253136702532922
"151","CLAYTON",772500,745000,618000,2982.58203054666,888.375,3870.95703054666,154838.281221866,0.402775638993887,745000,596000,2970.4694591254,856.75,3827.2194591254,153088.778365016,0.404726603509078
"152","CLEARLAKE",145000,138000,116000,559.837403791929,166.75,726.587403791929,29063.4961516772,0.440689455627423,138000,110400,550.234611220544,158.7,708.934611220544,28357.3844488218,0.452527250422291
"153","CLEARLAKE OAKS",215000,177500,172000,830.103736656998,247.25,1077.353736657,43094.1494662799,0.326882807055174,177500,142000,707.729300664106,204.125,911.854300664106,36474.1720265642,0.370419765312782
"154","CLIO",962500,925000,770000,3716.1620768947,1106.875,4823.0370768947,192921.483075788,0.127625022740032,925000,740000,3688.16677810872,1063.75,4751.91677810872,190076.671124349,0.131696934899133
"155","CLOVERDALE",527000,445000,421600,2034.71939171274,606.05,2640.76939171274,105630.775668509,0.318438551155805,445000,356000,1774.30726081987,511.75,2286.05726081987,91442.2904327948,0.386282739422819
"156","CLOVIS",321000,3e+05,256800,1239.36418356696,369.15,1608.51418356696,64340.5673426784,0.516424098791994,3e+05,240000,1196.16219830553,345,1541.16219830553,61646.4879322212,0.533746947363822
"157","COACHELLA",230000,235000,184000,888.01795084237,264.5,1152.51795084237,46100.7180336948,0.447376681117342,235000,188000,936.993722005999,270.25,1207.243722006,48289.74888024,0.420673580243322
"158","COALINGA",139000,170000,111200,536.67171811778,159.85,696.52171811778,27860.8687247112,0.733099650606927,170000,136000,677.825245706467,195.5,873.325245706467,34933.0098282587,0.656329247112823
"159","COARSEGOLD",259900,244000,207920,1003.46028445188,298.885,1302.34528445188,52093.8113780751,0.423133721178443,244000,195200,972.878587955165,280.6,1253.47858795516,50139.1435182066,0.433504241718471
"160","COBB",246200,205000,196960,950.565302162572,283.13,1233.69530216257,49347.8120865029,0.566438354289839,205000,164000,817.377502175446,235.75,1053.12750217545,42125.1000870178,0.632499688604135
"161","COLFAX",408000,386500,326400,1575.26662584212,469.2,2044.46662584212,81778.6650336847,0.381429137842727,386500,309200,1541.05563215029,444.475,1985.53063215029,79421.2252860117,0.388697451052259
"162","COLMA",720000,720000,576000,2779.88228089785,828,3607.88228089785,144315.291235914,0.238182539133237,720000,576000,2870.78927593327,828,3698.78927593327,147951.571037331,0.226672585317315
"163","COLTON",274450,249000,219560,1059.63707221169,315.6175,1375.25457221169,55010.1828884676,0.394144898218762,249000,199200,992.81462459359,286.35,1279.16462459359,51166.5849837436,0.42229183483889
"164","COMMERCE",418500,407000,334800,1615.80657577188,481.275,2097.08157577188,83883.2630308751,0.218971880449475,407000,325600,1622.79338236784,468.05,2090.84338236784,83633.7352947135,0.219146281856325
"165","COMPTON",355000,340000,284000,1370.63640238714,408.25,1778.88640238714,71155.4560954855,0.298622825863909,340000,272000,1355.65049141293,391,1746.65049141293,69866.0196565174,0.306810672155349
"166","CONCORD",555000,515000,444000,2142.82592485876,638.25,2781.07592485876,111243.036994351,0.313139977545843,515000,412000,2053.41177375783,592.25,2645.66177375783,105826.470950313,0.332476232798898
"167","COPPEROPOLIS",302000,235000,241600,1166.00617893216,347.3,1513.30617893216,60532.2471572862,0.545066980654205,235000,188000,936.993722005999,270.25,1207.243722006,48289.74888024,0.630758869486633
"168","CORCORAN",165000,149600,132000,637.056356039092,189.75,826.806356039092,33072.2542415637,0.52522868729247,149600,119680,596.486216221691,172.04,768.526216221691,30741.0486488677,0.559409384977831
"169","CORNING",215000,316250,172000,830.103736656998,247.25,1077.353736657,43094.1494662799,0.518421595953971,316250,253000,1260.95431738041,363.6875,1624.64181738041,64985.6726952165,0.290898992722293
"170","CORONA",455000,430000,364000,1756.73116362295,523.25,2279.98116362295,91199.246544918,0.427175946233651,430000,344000,1714.49915090459,494.5,2208.99915090459,88359.9660361838,0.442998674672059
"171","CORONADO",1392000,1454000,1113600,5374.43907640252,1600.8,6975.23907640252,279009.563056101,0.130401661240276,1454000,1163200,5797.39945445414,1672.1,7469.49945445414,298779.978178166,0.12216007331138
"172","CORRALITOS",790000,810000,632000,3050.14861376292,908.5,3958.64861376292,158345.944550517,0.252551223818314,810000,648000,3229.63793542493,931.5,4161.13793542493,166445.517416997,0.231964867030701
"173","CORTE MADERA",1350000,1200000,1080000,5212.27927668348,1552.5,6764.77927668348,270591.171067339,0.258058064340575,1200000,960000,4784.64879322212,1380,6164.64879322212,246585.951728885,0.269838329183745
"174","COSTA MESA",761000,759500,608800,2938.18113300454,875.15,3813.33113300454,152533.245320182,0.16564805677165,759500,607600,3028.28396537683,873.425,3901.70896537683,156068.358615073,0.158805673435011
"175","COTATI",549000,525000,439200,2119.66023918461,631.35,2751.01023918461,110040.409567385,0.256773907046267,525000,420000,2093.28384703468,603.75,2697.03384703468,107881.353881387,0.261645996707382
"176","COTO DE CAZA",1244000,1055000,995200,4803.01882977351,1430.6,6233.61882977352,249344.753190941,0.323741272542292,1055000,844000,4206.50373070778,1213.25,5419.75373070778,216790.149228311,0.382292531615447
"177","COTTONWOOD",229900,233050,183920,887.631856081134,264.385,1152.01685608113,46080.6742432454,0.479358940799256,233050,186440,929.218667717013,268.0075,1197.22616771701,47889.0467086805,0.458234362835699
"178","COVELO",429000,342500,343200,1656.34652570164,493.35,2149.69652570164,85987.8610280655,0.131640931372356,342500,274000,1365.61850973215,393.875,1759.49350973215,70379.7403892859,0.197599649280692
"179","COVINA",495000,483000,396000,1911.16906811727,569.25,2480.41906811727,99216.762724691,0.302931827836678,483000,386400,1925.8211392719,555.45,2481.2711392719,99250.8455708762,0.301272600926462
"180","CRESSEY",384000,333500,307200,1482.60388314552,441.6,1924.20388314552,76968.1553258209,0.301615569719238,333500,266800,1329.73364378298,383.525,1713.25864378298,68530.3457513193,0.36527928889948
"181","CRESTLINE",217000,192900,173600,837.825631881714,249.55,1087.37563188171,43495.0252752686,0.547626919349578,192900,154320,769.132293510456,221.835,990.967293510456,39638.6917404182,0.582384475679893
"182","CRESTON",1400000,555000,1120000,5405.32665730138,1610,7015.32665730138,280613.066292055,0.0761781685361973,555000,444000,2212.90006686523,638.25,2851.15006686523,114046.002674609,0.34038993937892
"183","CROCKETT",515000,446000,412000,1988.38802036444,592.25,2580.63802036444,103225.520814578,0.347197475650019,446000,356800,1778.29446814756,512.9,2291.19446814756,91647.7787259022,0.417724330942252
"184","CROWLEY LAKE",565000,675000,452000,2181.43540098234,649.75,2831.18540098234,113247.416039294,0.352794331114678,675000,540000,2691.36494618744,776.25,3467.61494618744,138704.597847498,0.221427708673008
"185","CULVER CITY",760000,880000,608000,2934.32018539218,874,3808.32018539218,152332.807415687,0.228749400813343,880000,704000,3508.74244836289,1012,4520.74244836289,180829.697934516,0.171030570189055
"186","CUPERTINO",1719000,292500,1375200,6636.96894564363,1976.85,8613.81894564363,344552.757825745,0.212284722026745,292500,234000,1166.25814334789,336.375,1502.63314334789,60105.3257339157,0.799168171913181
"187","CUTLER",161000,292500,128800,621.612565589659,185.15,806.762565589659,32270.5026235864,0.42227270415076,292500,234000,1166.25814334789,336.375,1502.63314334789,60105.3257339157,0.141406849945974
"188","CUTTEN",313000,292500,250400,1208.4766026681,359.95,1568.4266026681,62737.0641067238,0.470259468317956,292500,234000,1166.25814334789,336.375,1502.63314334789,60105.3257339157,0.488516381493446
"189","CYPRESS",651500,569900,521200,2515.40736945132,749.225,3264.63236945132,130585.294778053,0.292955374193793,569900,455920,2272.30945604774,655.385,2927.69445604774,117107.77824191,0.350777427406178
"190","DALY CITY",865000,789550,692000,3339.71968468978,994.75,4334.46968468978,173378.787387591,0.151478271416558,789550,631640,3148.09954557377,907.9825,4056.08204557377,162243.281822951,0.170178280183015
"191","DANA POINT",950000,839500,760000,3667.90023174023,1092.5,4760.40023174023,190416.009269609,0.186524434648922,839500,671600,3347.26055159164,965.425,4312.68555159164,172507.422063666,0.219035851670418
"192","DANVILLE",1266500,1122500,1013200,4889.89015105157,1456.475,6346.36515105157,253854.606042063,0.255643292592864,1122500,898000,4475.64022532653,1290.875,5766.51522532653,230660.609013061,0.290474116832028
"193","DAVENPORT",949000,554500,759200,3664.03928412787,1091.35,4755.38928412787,190215.571365115,0.145284508325115,554500,443600,2210.90646320139,637.675,2848.58146320139,113943.258528056,0.326577938486652
"194","DAVIS",628650,554500,502920,2427.18471650894,722.9475,3150.13221650894,126005.288660358,0.249294605277042,554500,443600,2210.90646320139,637.675,2848.58146320139,113943.258528056,0.285251781620831
"195","DEER PARK",620000,1320000,496000,2393.78751966204,713,3106.78751966204,124271.500786482,0.428441587014516,1320000,1056000,5263.11367254433,1518,6781.11367254433,271244.546901773,0.114901030770634
"196","DEL MAR",1727500,1320000,1382000,6669.78700034867,1986.625,8656.41200034867,346256.480013947,0.114928774450452,1320000,1056000,5263.11367254433,1518,6781.11367254433,271244.546901773,0.143940389762827
"197","DEL REY",75500,75000,60400,291.501544733039,86.825,378.326544733039,15133.0617893216,0.876779931277725,75000,60000,299.040549576383,86.25,385.290549576383,15411.6219830553,0.871243495463992
"198","DEL REY OAKS",697500,449500,558000,2693.0109596198,802.125,3495.1359596198,139805.438384792,0.369093827596494,449500,359600,1792.24969379445,516.925,2309.17469379445,92366.9877517781,0.564069542464472
"199","DELHI",240000,220500,192000,926.627426965952,276,1202.62742696595,48105.0970786381,0.489249067442257,220500,176400,879.179215754565,253.575,1132.75421575456,45310.1686301826,0.520268711790242
"200","DENAIR",258000,396400,206400,996.124483988398,296.7,1292.8244839884,51712.9793595359,0.661908539658236,396400,317120,1580.52898469437,455.86,2036.38898469437,81455.559387775,0.475396985136395
"201","DESCANSO",410000,506000,328000,1582.98852106683,471.5,2054.48852106683,82179.5408426734,0.385584178619671,506000,404800,2017.52690780866,581.9,2599.42690780866,103977.076312346,0.293254950744449
"202","DESERT HOT SPRINGS",195000,190000,156000,752.884784409836,224.25,977.134784409836,39085.3913763934,0.448944073079716,190000,152000,757.569392260169,218.5,976.069392260169,39042.7756904068,0.448022432271199
"203","DIABLO",2575000,3693750,2060000,9941.94010182219,2961.25,12903.1901018222,516127.604072888,0,3693750,2955000,14727.7470666368,4247.8125,18975.5595666368,759022.382665474,0
"204","DIAMOND BAR",625000,625000,5e+05,2413.09225772383,718.75,3131.84225772383,125273.690308953,0.351515094610545,625000,5e+05,2492.00457980319,718.75,3210.75457980319,128430.183192128,0.3361417890597
"205","DIAMOND SPRINGS",299750,267500,239800,1157.31904680435,344.7125,1502.03154680435,60081.261872174,0.485339467603006,267500,214000,1066.57796015576,307.625,1374.20296015576,54968.1184062306,0.518336199219789
"206","DILLON BEACH",950000,1030000,760000,3667.90023174023,1092.5,4760.40023174023,190416.009269609,0.104206293689774,1030000,824000,4106.82354751565,1184.5,5291.32354751565,211652.941900626,0.0739172663967784
"207","DINUBA",236000,210000,188800,911.183636516519,271.4,1182.58363651652,47303.3454606608,0.436333596029433,210000,168000,837.313538813871,241.5,1078.81353881387,43152.5415525549,0.488621428361078
"208","DISCOVERY BAY",572000,560000,457600,2208.46203426885,657.8,2866.26203426885,114650.481370754,0.517173620732612,560000,448000,2232.83610350366,644,2876.83610350366,115073.444140146,0.512031314506295
"209","DIXON",421000,415000,336800,1625.45894480277,484.15,2109.60894480277,84384.3577921109,0.400208217841617,415000,332000,1654.69104098932,477.25,2131.94104098932,85277.6416395727,0.393536283388537
"210","DOBBINS",231000,281950,184800,891.878898454728,265.65,1157.52889845473,46301.1559381891,0.472157908603628,281950,225560,1124.19310604081,324.2425,1448.43560604081,57937.4242416326,0.379042574211522
"211","DORRINGTON",252000,273000,201600,972.958798314249,289.8,1262.75879831425,50510.35193257,0.42362985281419,273000,218400,1088.50760045803,313.95,1402.45760045803,56098.3040183213,0.417824447534975
"212","DOS PALOS",135000,239550,108000,521.227927668348,155.25,676.477927668348,27059.1171067339,0.688837430138478,239550,191640,955.135515346966,275.4825,1230.61801534697,49224.7206138786,0.391728604066309
"213","DOUGLAS CITY",454500,543000,363600,1754.80068981677,522.675,2277.47568981677,91099.0275926708,0.233557139409824,543000,434400,2165.05357893301,624.45,2789.50357893301,111580.14315732,0.150329586372749
"214","DOWNEY",521000,517000,416800,2011.55370603859,599.15,2610.70370603859,104428.148241543,0.243845658831997,517000,413600,2061.3861884132,594.55,2655.9361884132,106237.447536528,0.235996154519325
"215","DUARTE",452450,442500,361960,1746.88574721144,520.3175,2267.20324721144,90688.1298884574,0.376237428792359,442500,354000,1764.33924250066,508.875,2273.21424250066,90928.5697000263,0.37288177084547
"216","DUBLIN",823125,780000,658500,3178.04250342229,946.59375,4124.63625342229,164985.450136892,0.333785554639771,780000,624000,3110.02171559438,897,4007.02171559438,160280.868623775,0.346439330767234
"217","DUCOR",245000,395000,196000,945.932165027742,281.75,1227.68216502774,49107.2866011097,0.30071068082111,395000,316000,1574.94689443562,454.25,2029.19689443562,81167.8757774246,0.154649966986312
"218","DUNNIGAN",320000,395000,256000,1235.5032359546,368,1603.5032359546,64140.1294381841,0.460349719236464,395000,316000,1574.94689443562,454.25,2029.19689443562,81167.8757774246,0.341538175545681
"219","DUNSMUIR",115000,395000,92000,444.008975421185,132.25,576.258975421185,23050.3590168474,0.613220949041118,395000,316000,1574.94689443562,454.25,2029.19689443562,81167.8757774246,0.111081946255354
"220","DUTCH FLAT",437000,395000,349600,1687.2341066005,502.55,2189.7841066005,87591.3642640201,0.361353511713527,395000,316000,1574.94689443562,454.25,2029.19689443562,81167.8757774246,0.402415923263658
"221","EARLIMART",143000,145000,114400,552.115508567213,164.45,716.565508567213,28662.6203426885,0.474743641008192,145000,116000,578.14506251434,166.75,744.89506251434,29795.8025005736,0.457986144328618
"222","EAST LOS ANGELES",449000,390000,359200,1733.5654779488,516.35,2249.9154779488,89996.6191179521,0.153154300648092,390000,312000,1555.01085779719,448.5,2003.51085779719,80140.4343118876,0.194093965525966
"223","EAST PALO ALTO",805000,740000,644000,3108.0628279483,925.75,4033.8128279483,161352.513117932,0.121771394678475,740000,592000,2950.53342248697,851,3801.53342248697,152061.336899479,0.131933347997532
"224","EASTVALE",539444,522500,431555.2,2082.76502380092,620.3606,2703.12562380092,108125.024952037,0.509121977703516,522500,418000,2083.31582871547,600.875,2684.19082871547,107367.633148619,0.512312540726706
"225","EL CAJON",297000,87000,237600,1146.70144087036,341.55,1488.25144087036,59530.0576348146,0.422566165442822,87000,69600,346.887037508604,100.05,446.937037508604,17877.4815003442,0.832961979428059
"226","EL CENTRO",167750,87000,134200,647.673961973077,192.9125,840.586461973077,33623.4584789231,0.582131416567918,87000,69600,346.887037508604,100.05,446.937037508604,17877.4815003442,0.776561858764019
"227","EL CERRITO",905000,870000,724000,3494.15758918411,1040.75,4534.90758918411,181396.303567364,0.313495635274921,870000,696000,3468.87037508604,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"228","EL CERRITO",905000,870000,724000,3494.15758918411,1040.75,4534.90758918411,181396.303567364,0.313495635274921,870000,696000,3468.87037508604,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"229","EL CERRITO",905000,870000,724000,3494.15758918411,1040.75,4534.90758918411,181396.303567364,0.313495635274921,870000,696000,3468.87037508604,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"230","EL CERRITO",905000,870000,724000,3494.15758918411,1040.75,4534.90758918411,181396.303567364,0.313495635274921,870000,696000,3468.87037508604,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"231","EL DORADO HILLS",620000,580000,496000,2393.78751966204,713,3106.78751966204,124271.500786482,0.5188666315442,580000,464000,2312.58025005736,667,2979.58025005736,119183.210002294,0.538500081259875
"232","EL GRANADA",1200000,950000,960000,4633.13713482976,1380,6013.13713482976,240525.48539319,0.24158040169807,950000,760000,3787.84696130085,1092.5,4880.34696130085,195213.878452034,0.30539305652989
"233","EL MONTE",460000,478000,368000,1776.03590168474,529,2305.03590168474,92201.4360673896,0.171113861969492,478000,382400,1905.88510263348,549.7,2455.58510263348,98223.4041053391,0.147176965943522
"234","EL NIDO",215000,889500,172000,830.103736656998,247.25,1077.353736657,43094.1494662799,0.492060914093837,889500,711600,3546.6209179759,1022.925,4569.5459179759,182781.836719036,0.0487781394471134
"235","EL SEGUNDO",1005000,889500,804000,3880.25235041992,1155.75,5036.00235041992,201440.094016797,0.146989846372965,889500,711600,3546.6209179759,1022.925,4569.5459179759,182781.836719036,0.18390845375986
"236","EL SOBRANTE",540000,426000,432000,2084.91171067339,621,2705.91171067339,108236.468426936,0.311212558680354,426000,340800,1698.55032159385,489.9,2188.45032159385,87538.0128637541,0.421058104639579
"237","ELK CREEK",292000,382000,233600,1127.39670280857,335.8,1463.19670280857,58527.868112343,0.357726175695381,382000,305600,1523.11319917571,439.3,1962.41319917571,78496.5279670284,0.262297049736731
"238","ELK GROVE",405000,382000,324000,1563.68378300504,465.75,2029.43378300504,81177.3513202017,0.519371155410097,382000,305600,1523.11319917571,439.3,1962.41319917571,78496.5279670284,0.532534814813861
"239","ELMIRA",315000,265000,252000,1216.19849789281,362.25,1578.44849789281,63137.9399157125,0.639314113311219,265000,212000,1056.60994183655,304.75,1361.35994183655,54454.3976734621,0.718041675605961
"240","ELVERTA",268860,265000,215088,1038.05437505861,309.189,1347.24337505861,53889.7350023443,0.572283490975294,265000,212000,1056.60994183655,304.75,1361.35994183655,54454.3976734621,0.566093996054613
"241","EMERYVILLE",515000,545000,412000,1988.38802036444,592.25,2580.63802036444,103225.520814578,0.414052673306989,545000,436000,2173.02799358838,626.75,2799.77799358838,111991.119743535,0.380469618564344
"242","EMPIRE",140500,105000,112400,542.463139536317,161.575,704.038139536317,28161.5255814527,0.690355511199241,105000,84000,418.656769406936,120.75,539.406769406936,21576.2707762774,0.767452270709815
"243","ENCINITAS",1015000,952500,812000,3918.8618265435,1167.25,5086.1118265435,203444.47306174,0.189567710940894,952500,762000,3797.81497962006,1095.375,4893.18997962006,195727.599184802,0.201355273038815
"244","ESCALON",346600,350000,277280,1338.20444244333,398.59,1736.79444244333,69471.7776977331,0.446001150658433,350000,280000,1395.52256468979,402.5,1798.02256468979,71920.9025875914,0.430313438063535
"245","ESCONDIDO",489000,480000,391200,1888.00338244313,562.35,2450.35338244313,98014.135297725,0.239665162525246,480000,384000,1913.85951728885,552,2465.85951728885,98634.380691554,0.235323429627481
"246","ESPARTO",292500,306500,234000,1129.32717661475,336.375,1465.70217661475,58628.0870645901,0.502651010348265,306500,245200,1222.07904593548,352.475,1574.55404593548,62982.1618374194,0.451638742143461
"247","EUREKA",250000,273250,2e+05,965.236903089533,287.5,1252.73690308953,50109.4761235813,0.385550472828747,273250,218600,1089.50440228995,314.2375,1403.74190228995,56149.6760915982,0.343991620862384
"248","EXETER",192500,222500,154000,743.23241537894,221.375,964.60741537894,38584.2966151576,0.60971984302012,222500,178000,887.153630409935,255.875,1143.02863040993,45721.1452163974,0.522801373300155
"249","FAIR OAKS",425000,379900,340000,1640.90273525221,488.75,2129.65273525221,85186.1094100882,0.455016802320124,379900,303920,1514.74006378757,436.885,1951.62506378757,78065.0025515028,0.489831595702626
"250","FAIRFAX",925000,887000,740000,3571.37654143127,1063.75,4635.12654143127,185405.061657251,0.250341165849935,887000,709600,3536.65289965669,1020.05,4556.70289965669,182268.115986267,0.256130260183549
"251","FAIRFIELD",425000,401000,340000,1640.90273525221,488.75,2129.65273525221,85186.1094100882,0.433674037615978,401000,320800,1598.87013840173,461.15,2060.02013840173,82400.805536069,0.44705271383151
"252","FAIRMEAD",84000,189000,67200,324.319599438083,96.6,420.919599438083,16836.7839775233,0.79199539298695,189000,151200,753.582184932484,217.35,970.932184932484,38837.2873972994,0.577342227792723
"253","FALL RIVER MILLS",696320,189000,557056,2688.45504143721,800.768,3489.22304143721,139568.921657489,0.0999108593932145,189000,151200,753.582184932484,217.35,970.932184932484,38837.2873972994,0.563118724669921
"254","FALLBROOK",570000,485000,456000,2200.74013904413,655.5,2856.24013904413,114249.605561765,0.200401601161725,485000,388000,1933.79555392727,557.75,2491.54555392727,99661.822157091,0.247484077282212
"255","FARMERSVILLE",141000,129000,112800,544.393613342497,162.15,706.543613342497,28261.7445336999,0.640572690049401,129000,103200,514.349745271378,148.35,662.699745271378,26507.9898108551,0.661998258682987
"256","FARMINGTON",6e+05,312450,480000,2316.56856741488,690,3006.56856741488,120262.742696595,0.244761797633848,312450,249960,1245.80292953521,359.3175,1605.12042953521,64204.8171814084,0.484132557630326
"257","FELTON",629000,597500,503200,2428.53604817326,723.35,3151.88604817326,126075.441926931,0.332601669926656,597500,478000,2382.35637829185,687.125,3069.48137829185,122779.255131674,0.34278130872437
"258","FERNDALE",290000,325204.5,232000,1119.67480758386,333.5,1453.17480758386,58126.9923033543,0.37579716403872,325204.5,260163.6,1296.65776539617,373.985175,1670.64294039617,66825.7176158468,0.303074857076997
"259","FIDDLETOWN",243000,409000,194400,938.210269803026,279.45,1217.66026980303,48706.410792121,0.577666411748111,409000,327200,1630.76779702321,470.35,2101.11779702321,84044.7118809283,0.313243231124283
"260","FIELDBROOK",790000,409000,632000,3050.14861376292,908.5,3958.64861376292,158345.944550517,0.125100063596436,409000,327200,1630.76779702321,470.35,2101.11779702321,84044.7118809283,0.424199963600585
"261","FILLMORE",435000,409000,348000,1679.51221137579,500.25,2179.76221137579,87190.4884550315,0.294392353601172,409000,327200,1630.76779702321,470.35,2101.11779702321,84044.7118809283,0.310141522081138
"262","FIREBAUGH",177750,183000,142200,686.283438096658,204.4125,890.695938096658,35627.8375238663,0.490694652469801,183000,146400,729.658940966374,210.45,940.108940966374,37604.3576386549,0.470124773793921
"263","FLORISTON",2e+05,169900,160000,772.189522471626,230,1002.18952247163,40087.5808988651,0.644380354717689,169900,135920,677.426524973699,195.385,872.811524973699,34912.460998948,0.68093555334114
"264","FOLSOM",499750,475000,399800,1929.50856927598,574.7125,2504.22106927598,100168.842771039,0.544402984910606,475000,380000,1893.92348065042,546.25,2440.17348065042,97606.9392260169,0.555305204237921
"265","FONTANA",370000,347000,296000,1428.55061657251,425.5,1854.05061657251,74162.0246629004,0.46304536318844,347000,277600,1383.56094270673,399.05,1782.61094270673,71304.4377082692,0.481647205614662
"266","FORESTHILL",390000,353500,312000,1505.76956881967,448.5,1954.26956881967,78170.7827527869,0.389854171261165,353500,282800,1409.47779033668,406.525,1816.00279033668,72640.1116134674,0.425231005165987
"267","FORESTVILLE",445000,394500,356000,1718.12168749937,511.75,2229.87168749937,89194.8674999748,0.333904687425139,394500,315600,1572.95329077177,453.675,2026.62829077177,81065.1316308709,0.375497268004673
"268","FORT BRAGG",407000,369100,325600,1571.40567822976,468.05,2039.45567822976,81578.2271291904,0.227903722429556,369100,295280,1471.67822464857,424.465,1896.14322464857,75845.7289859428,0.24648092892162
"269","FORT JONES",79719,4250000,63775.2,307.790882709578,91.67685,399.467732709578,15978.7093083831,0.832451995141804,4250000,3400000,16945.6311426617,4887.5,21833.1311426617,873325.245706467,0
"270","FORTUNA",260000,289257.5,208000,1003.84637921311,299,1302.84637921311,52113.8551685246,0.397591811641228,289257.5,231406,1153.32962358787,332.646125,1485.97574858787,59439.0299435149,0.344937749167711
"271","FOSTER CITY",1420000,1342500,1136000,5482.54560954855,1633,7115.54560954855,284621.824381942,0.189322831535781,1342500,1074000,5352.82583741725,1543.875,6896.70083741725,275868.03349669,0.191501424883565
"272","FOUNTAIN VALLEY",745000,735000,596000,2876.40597120681,856.75,3733.15597120681,149326.238848272,0.235873823877445,735000,588000,2930.59738584855,845.25,3775.84738584855,151033.895433942,0.229145080071645
"273","FOWLER",279000,280250,223200,1077.20438384792,320.85,1398.05438384792,55922.1753539167,0.421363535780223,280250,224200,1117.41485358375,322.2875,1439.70235358375,57588.09414335,0.411844355386152
"274","FRAZIER PARK",180000,163900,144000,694.970570224464,207,901.970570224464,36078.8228089785,0.571265567793143,163900,131120,653.503281007588,188.485,841.988281007588,33679.5312403035,0.596994437733096
"275","FREEDOM",525000,490950,420000,2026.99749648802,603.75,2630.74749648802,105229.899859521,0.22644493437801,490950,392760,1957.519437527,564.5925,2522.111937527,100884.47750108,0.237580621782299
"276","FREMONT",940000,910000,752000,3629.29075561664,1081,4710.29075561664,188411.630224666,0.239395106856438,910000,728000,3628.35866819344,1046.5,4674.85866819344,186994.346727738,0.240380168533734
"277","FRENCH CAMP",216000,170000,172800,833.964684269357,248.4,1082.36468426936,43294.5873707743,0.513819696141563,170000,136000,677.825245706467,195.5,873.325245706467,34933.0098282587,0.608403909056691
"278","FRENCH VALLEY",359750,431000,287800,1388.97590354584,413.7125,1802.68840354584,72107.5361418335,0.675743675237496,431000,344800,1718.48635823228,495.65,2214.13635823228,88565.4543292912,0.552854238989007
"279","FRESNO",230000,215000,184000,888.01795084237,264.5,1152.51795084237,46100.7180336948,0.471303626868061,215000,172000,857.249575452297,247.25,1104.4995754523,44179.9830180919,0.488108495965709
"280","FRIANT",382700,445000,306160,1477.58465124946,440.105,1917.68965124946,76707.5860499783,0.578125119825869,445000,356000,1774.30726081987,511.75,2286.05726081987,91442.2904327948,0.516704426633514
"281","FULLERTON",606500,580000,485200,2341.66472689521,697.475,3039.13972689521,121565.589075808,0.260198073175447,580000,464000,2312.58025005736,667,2979.58025005736,119183.210002294,0.267976744129139
"282","FULTON",650000,332000,520000,2509.61594803279,747.5,3257.11594803279,130284.637921311,0.246419557224415,332000,265600,1323.75283279145,381.8,1705.55283279145,68222.1133116582,0.529781618836407
"283","GALT",339750,332000,271800,1311.75695129868,390.7125,1702.46945129868,68098.778051947,0.475388334302086,332000,265600,1323.75283279145,381.8,1705.55283279145,68222.1133116582,0.472199676070042
