"","RegionSalesCar","2017 Q2","2017 Q1","Quarter_Rev","2016 Q2","principal","pmt","t_i","pti","min_inc","HAI.x","HAI.y"
"17","Orange County",788000,750000,"",740000,6e+05,2990.40549576383,862.5,3852.90549576383,154116.219830553,0.21428374501028,0.21428374501028
"18","Riverside County",380000,365000,"",355000,292000,1455.33067460506,419.75,1875.08067460506,75003.2269842025,0.393574906208571,0.393574906208571
"19","San Bernardino",269640,256900,"",242370,205520,1024.3135624823,295.435,1319.7485624823,52789.9424992921,0.521490833554834,0.521490833554834
"20","San Diego",605000,564000,"",560000,451200,2248.7849328144,648.6,2897.3849328144,115895.397312576,0.278478984352457,0.278478984352457
"21","Ventura",635000,6e+05,"R",606500,480000,2392.32439661106,690,3082.32439661106,123292.975864442,0.282146880714826,0.253313067893692
"22","Monterey",603000,560000,"",535000,448000,2232.83610350366,644,2876.83610350366,115073.444140146,0.227989143225593,0.227989143225593
"23","San Luis Obispo",565000,550000,"",539000,440000,2192.96403022681,632.5,2825.46403022681,113018.561209072,0.262309487363068,0.262309487363068
"24","Santa Barbara",750000,779000,"",725000,623200,3106.03450826669,895.85,4001.88450826669,160075.380330668,0.142505093013767,0.142505093013767
"25","Santa Cruz",850000,805000,"",799000,644000,3209.70189878651,925.75,4135.45189878651,165418.07595146,0.174653455059008,0.174653455059008
"26","Fresno",250000,238000,"",250000,190400,948.955343989054,273.7,1222.65534398905,48906.2137595622,0.478672710065058,0.478672710065058
"27","Kern (Bakersfield)",232500,219000,"",226000,175200,873.198404763037,251.85,1125.04840476304,45001.9361905215,0.552681961338223,0.552681961338223
"28","Kings County",225000,215000,"",226000,172000,857.249575452297,247.25,1104.4995754523,44179.9830180919,0.528595316406614,0.528595316406614
"29","Madera",259900,238000,"",216500,190400,948.955343989054,273.7,1222.65534398905,48906.2137595622,0.470855200219437,0.470855200219437
"30","Merced",248000,228500,"",213000,182800,911.076874376046,262.775,1173.85187437605,46954.0749750418,0.504990054798127,0.504990054798127
"31","Placer County",465000,435000,"",429940,348000,1734.43518754302,500.25,2234.68518754302,89387.4075017208,0.445549350927307,0.445549350927307
"32","Sacramento",340000,319720,"",318000,255776,1274.78992680748,367.678,1642.46792680748,65698.7170722992,0.4603915736974,0.460384374407341
"33","San Benito",530000,525000,"",489000,420000,2093.28384703468,603.75,2697.03384703468,107881.353881387,0.319271534733705,0.319271534733705
"34","San Joaquin",336940,315000,"",310000,252000,1255.97030822081,362.25,1618.22030822081,64728.8123288323,0.44565274435955,0.44565274435955
"35","Stanislaus",288500,275000,"",270000,220000,1096.4820151134,316.25,1412.7320151134,56509.2806045361,0.475239710677442,0.475239710677442
"36","Tulare",220000,212000,"",208000,169600,845.287953469242,243.8,1089.08795346924,43563.5181387697,0.523882810535217,0.523882810535217
"37","Amador",340000,295000,"",275000,236000,1176.2261616671,339.25,1515.4761616671,60619.0464666842,0.469210907107998,0.469210907107998
"38","Butte County",305850,282000,"",274000,225600,1124.3924664072,324.3,1448.6924664072,57947.698656288,0.410639215595062,0.410639215595062
"39","El Dorado County",480000,429000,"",440000,343200,1710.51194357691,493.35,2203.86194357691,88154.4777430763,0.433684886765958,0.433684886765958
"40","Humboldt",299000,295000,"",276000,236000,1176.2261616671,339.25,1515.4761616671,60619.0464666842,0.3552524727495,0.3552524727495
"41","Lake County",250000,217000,"",250000,173600,865.223990107667,249.55,1114.77399010767,44590.9596043067,0.427341938770131,0.427341938770131
"42","Mariposa",284390,280000,"",250000,224000,1116.41805175183,322,1438.41805175183,57536.7220700731,0.487711144411982,0.487711144411982
"43","Mendocino",4e+05,4e+05,"",345000,320000,1594.88293107404,460,2054.88293107404,82195.3172429617,0.258601676237199,0.258601676237199
"44","Shasta",259900,235500,"",235000,188400,938.987325669842,270.825,1209.81232566984,48392.4930267937,0.494068775145989,0.494068775145989
"45","Siskiyou County",216500,206500,"",182950,165200,823.358313166974,237.475,1060.83331316697,42433.3325266789,0.478305467210351,0.478305467210351
"46","Sutter",271000,258500,"",240000,206800,1030.6930942066,297.275,1327.9680942066,53118.723768264,0.534763279886565,0.534763279886565
"47","Tehama",202000,206000,"",195000,164800,821.364709503131,236.9,1058.26470950313,42330.5883801252,0.551190387065162,0.551190387065162
"48","Tuolumne",285000,279000,"R",249000,223200,1112.43084442414,320.85,1433.28084442414,57331.2337769657,0.456371123689583,0.454722186064627
"49","Yolo",430000,385500,"",4e+05,308400,1537.06842482261,443.325,1980.39342482261,79215.7369929043,0.374655030525896,0.374655030525896
"50","Yuba",270000,254900,"",241000,203920,1016.33914782693,293.135,1309.47414782693,52378.9659130773,0.439547652893368,0.439547652893368
