,place,Price2018-Q1,Price2017-Q4,principal2018-Q1,pmt2018-Q1,t_i2018-Q1,pti2018-Q1,min_inc2018-Q1,HAI2018-Q1,principal2017-Q4,pmt2017-Q4,t_i2017-Q4,pti2017-Q4,min_inc2017-Q4,HAI2017-Q4,Price2017-Q1,principal2017-Q1,pmt2017-Q1,t_i2017-Q1,pti2017-Q1,min_inc2017-Q1,HAI2017-Q1
244,South Lake Tahoe,499000,430000,399200,2008.480962,573.85,2582.330962,103293.2385,10.41078587,344000,1730.755138,494.5,2225.255138,89010.2055,20.86153652,418000,334400,1682.454994,480.7,2163.154994,86526.19977,20.7148494
245,South Pasadena,1750000,1238000,1400000,7043.770909,2012.5,9056.270909,362250.8363,4.560745848,990400,4982.964791,1423.7,6406.664791,256266.5917,6.040584326,1531337.5,1225070,6163.651734,1761.038125,7924.689859,316987.5943,4.462217738
246,Squaw Valley,222500,210000,178000,895.5651584,255.875,1151.440158,46057.60634,68.53324376,168000,845.252509,241.5,1086.752509,43470.10036,65.68172144,225000,180000,905.6276883,258.75,1164.377688,46575.10753,64.87246474
247,Stevenson Ranch,777500,759000,622000,3129.446789,894.125,4023.571789,160942.8716,26.92487677,607200,3054.984068,872.85,3927.834068,157113.3627,21.58938074,755500,604400,3040.896527,868.825,3909.721527,156388.8611,21.3717079
248,Stinson Beach,2513750,4850000,2011000,10117.87378,2890.8125,13008.68628,520347.4514,0,3880000,19521.30795,5577.5,25098.80795,1003952.318,0,2600000,2080000,10465.03106,2990,13455.03106,538201.2426,0
249,Sunol,1987500,1300000,1590000,7999.711246,2285.625,10285.33625,411413.4499,8.151947938,1040000,5232.515532,1495,6727.515532,269100.6213,19.27944951,1443500,1154800,5810.104747,1660.025,7470.129747,298805.1899,16.43352724
250,Tahoma,635000,640000,508000,2555.882587,730.25,3286.132587,131445.3035,12.0700268,512000,2576.007647,736,3312.007647,132480.3059,10.61337966,445000,356000,1791.130317,511.75,2302.880317,92115.21267,23.22144313
251,Temple City,841000,780000,672800,3385.035048,967.15,4352.185048,174087.4019,7.240760421,624000,3139.509319,897,4036.509319,161460.3728,7.457757512,770000,616000,3099.2592,885.5,3984.7592,159390.368,7.402901243
252,Tiburon,2690000,2670500,2152000,10827.28214,3093.5,13920.78214,556831.2856,0,2136400,10748.79441,3071.075,13819.86941,552794.7763,0,2727500,2182000,10978.22009,3136.625,14114.84509,564593.8035,0
253,Torrance,816000,837250,652800,3284.409749,938.4,4222.809749,168912.39,11.61833309,669800,3369.941253,962.8375,4332.778753,173311.1501,9.523747172,755000,604000,3038.884021,868.25,3907.134021,156285.3608,10.95227739
254,Tranquillity,140000,87500,112000,563.5016727,161,724.5016727,28980.06691,70.76491137,70000,352.1885454,100.625,452.8135454,18112.54182,85.2609341,357500,286000,1438.941771,411.125,1850.066771,74002.67085,38.41387832
255,Ukiah,413500,396000,330800,1664.34244,475.525,2139.86744,85594.69762,19.82730581,316800,1593.904731,455.4,2049.304731,81972.18925,21.50634102,400050,320040,1610.20603,460.0575,2070.26353,82810.54119,20.87473194
256,Union City,999000,888888,799200,4020.986936,1148.85,5169.836936,206793.4774,9.444005855,711110.4,3577.78482,1022.2212,4600.00602,184000.2408,9.708976038,802000,641600,3228.059582,922.3,4150.359582,166014.3833,11.43230641
257,Valinda,490000,467500,392000,1972.255854,563.5,2535.755854,101430.2342,15.16906131,374000,1881.693086,537.625,2419.318086,96772.72342,32.08794219,434944,347955.2,1750.654797,500.1856,2250.840397,90033.61587,32.99745825
258,Vallecito,290000,248500,232000,1167.253465,333.5,1500.753465,60030.1386,44.44266035,198800,1000.215469,285.775,1285.990469,51439.61876,48.12447682,190000,152000,764.7522701,218.5,983.2522701,39330.0908,58.74905596
259,Valley Springs,349000,320000,279200,1404.72917,401.35,1806.07917,72243.16679,55.53684884,256000,1288.003823,368,1656.003823,66240.15293,58.94177207,302250,241800,1216.559861,347.5875,1564.147361,62565.89445,59.32251691
260,Walnut,835000,753000,668000,3360.884976,960.25,4321.134976,172845.3991,13.88419739,602400,3030.833997,865.95,3896.783997,155871.3599,14.53507688,778500,622800,3133.471801,895.275,4028.746801,161149.8721,13.52937405
261,Walnut Creek,1100000,1069000,880000,4427.513143,1265,5692.513143,227700.5257,12.3795001,855200,4302.737772,1229.35,5532.087772,221283.5109,9.915904812,1049000,839200,4222.237533,1206.35,5428.587533,217143.5013,9.891050615
262,West Covina,580000,570000,464000,2334.50693,667,3001.50693,120060.2772,12.42887319,456000,2294.25681,655.5,2949.75681,117990.2724,11.05542236,538000,430400,2165.456428,618.7,2784.156428,111366.2571,12.10528286
263,West Point,242250,177500,193800,975.0591444,278.5875,1253.646644,50145.86577,35.8377349,142000,714.4396207,204.125,918.5646207,36742.58483,50.77021208,285975,228780,1151.052792,328.87125,1479.924042,59196.96167,38.03974233
264,Westlake Village,1350000,1415000,1080000,5433.76613,1552.5,6986.26613,279450.6452,13.08609662,1132000,5695.391906,1627.25,7322.641906,292905.6762,10.27863465,1480750,1184600,5960.036442,1702.8625,7662.898942,306515.9577,9.466906495
265,Whittier,535000,525000,428000,2153.381392,615.25,2768.631392,110745.2557,16.66108028,420000,2113.131273,603.75,2716.881273,108675.2509,14.42785422,509000,407200,2048.731081,585.35,2634.081081,105363.2433,14.84119998
266,Willits,260000,290000,208000,1046.503106,299,1345.503106,53820.12426,32.52818116,232000,1167.253465,333.5,1500.753465,60030.1386,34.51911097,255000,204000,1026.378047,293.25,1319.628047,52785.12187,34.51162295
267,Willows,212500,203500,170000,855.3150389,244.375,1099.690039,43987.60156,57.21024511,162800,819.0899314,234.025,1053.114931,42124.59726,57.11717454,190000,152000,764.7522701,218.5,983.2522701,39330.0908,57.26975481
